城市名,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,品牌名称,子品牌名称,价格区间,经销商价格
长沙,649,哈弗H6,9.89,15.7,20,281,1951,哈弗,长城汽车,9.89-15.70万,9.09-15.10万
长沙,5248,元PLUS,13.78,16.58,21,277,348,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
长沙,96,奥迪A4L,32.18,39.68,22,275,1850,奥迪,一汽-大众奥迪,32.18-39.68万,26.71-32.54万
长沙,1147,天籁,17.98,26.98,23,266,1760,日产,东风日产,17.98-26.98万,15.18-23.98万
长沙,214,奔驰E级,43.68,55.6,24,266,870,奔驰,北京奔驰,43.68-55.60万,42.68-54.60万
长沙,146,宝马5系,43.39,55.19,25,266,1274,宝马,华晨宝马,43.39-55.19万,40.35-51.88万
长沙,4228,汉DM,21.58,31.98,26,265,1050,比亚迪,比亚迪,21.58-31.98万,21.58-31.98万
长沙,311,唐DM,20.58,32.98,27,257,1054,比亚迪,比亚迪,20.58-32.98万,20.58-32.98万
长沙,2812,宝马X3,39.69,47.98,28,238,952,宝马,华晨宝马,39.69-47.98万,37.31-44.14万
长沙,2836,途岳,15.86,21.66,29,231,528,大众,上汽大众,15.86-21.66万,14.36-20.16万
长沙,5015,ZEEKR 001,29.9,38.6,30,230,687,极氪,极氪,29.90-38.60万,29.90-38.60万
长沙,4300,汉EV,21.48,32.98,31,225,1057,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
长沙,4172,威兰达,17.18,24.88,32,224,500,丰田,广汽丰田,17.18-24.88万,15.08-22.78万
长沙,3736,凯迪拉克CT5,27.97,36.07,33,222,1359,凯迪拉克,上汽通用凯迪拉克,27.97-36.07万,23.97-33.07万
长沙,3196,长安CS75 PLUS,11.79,15.49,34,218,1376,长安,长安汽车,11.79-15.49万,11.29-15.49万
长沙,4499,五菱宏光MINIEV,3.28,9.99,35,216,507,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
长沙,276,思域,12.99,18.79,36,213,1788,本田,东风本田,12.99-18.79万,12.59-18.79万
长沙,409,宝来,9.88,15.7,37,211,1036,大众,一汽-大众,9.88-15.70万,8.00-13.29万
长沙,888,雷克萨斯ES,29.49,48.89,38,209,736,雷克萨斯,雷克萨斯,29.49-48.89万,29.49-48.89万
长沙,280,本田CR-V,16.98,27.68,39,204,1031,本田,东风本田,16.98-27.68万,15.88-26.18万
长沙,397,凌渡,15.09,19.09,40,203,577,大众,上汽大众,15.09-19.09万,14.79-18.79万
长沙,4802,秦PLUS DM-i,11.18,16.58,41,201,1656,比亚迪,比亚迪,11.18-16.58万,11.18-16.58万
长沙,5369,锋兰达,12.58,16.98,42,198,104,丰田,广汽丰田,12.58-16.98万,11.78-16.18万
长沙,1150,逍客,15.49,18.89,43,196,642,日产,东风日产,15.49-18.89万,12.89-16.29万
长沙,212,奔驰C级,32.52,37.73,44,192,1052,奔驰,北京奔驰,32.52-37.73万,31.52-36.73万
长沙,546,RAV4荣放,17.58,26.08,45,191,944,丰田,一汽丰田,17.58-26.08万,16.58-24.28万
长沙,3159,红旗HS5,18.38,24.98,46,187,1157,红旗,一汽红旗,18.38-24.98万,18.38-24.98万
长沙,5273,宝马X5,60.5,77.5,47,185,64,宝马,华晨宝马,60.50-77.50万,60.50-77.50万
长沙,148,宝马X1,27.98,33.98,48,179,535,宝马,华晨宝马,27.98-33.98万,20.43-26.50万
长沙,5227,理想L9,45.98,45.98,49,177,31,理想汽车,理想汽车,45.98万,45.98万
长沙,3068,亚洲龙,19.98,27.98,50,177,1057,丰田,一汽丰田,19.98-27.98万,18.38-26.18万
长沙,4857,星越L,13.72,18.52,51,173,1734,吉利汽车,吉利汽车,13.72-18.52万,13.52-18.37万
长沙,1455,逸动,7.29,10.39,52,168,1583,长安,长安汽车,7.29-10.39万,6.49-9.79万
长沙,4079,皓影,16.98,25.28,53,166,648,本田,广汽本田,16.98-25.28万,15.48-23.78万
长沙,1282,沃尔沃XC60,37.39,47.49,54,164,1043,沃尔沃,沃尔沃亚太,37.39-47.49万,29.59-39.69万
长沙,3476,星瑞,11.37,14.57,55,153,2347,吉利汽车,吉利汽车,11.37-14.57万,11.37-14.57万
长沙,861,凯迪拉克XT5,33.27,45.27,56,150,693,凯迪拉克,上汽通用凯迪拉克,33.27-45.27万,26.27-38.27万
长沙,3928,奔驰GLB,29.59,36.48,57,147,408,奔驰,北京奔驰,29.59-36.48万,25.59-32.48万
长沙,345,威朗,12.99,15.89,58,147,923,别克,上汽通用别克,12.99-15.89万,8.79-11.69万
长沙,99,奥迪A6L,41.98,65.68,59,147,1133,奥迪,一汽-大众奥迪,41.98-65.68万,36.10-59.76万
长沙,733,帝豪,6.99,12.98,60,146,1148,吉利汽车,吉利汽车,6.99-12.98万,6.69-12.68万
长沙,1310,伊兰特,9.98,14.18,61,140,799,现代,北京现代,9.98-14.18万,8.38-12.58万
长沙,1977,T-ROC探歌,15.89,17.79,62,139,437,大众,一汽-大众,15.89-17.79万,12.69-14.59万
长沙,415,迈腾,18.69,30.99,63,138,1058,大众,一汽-大众,18.69-30.99万,15.69-27.99万
长沙,2913,奔驰A级,21.48,26.48,64,137,421,奔驰,北京奔驰,21.48-26.48万,18.98-23.98万
长沙,5151,枫叶60s,7.98,14.98,65,135,6,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.68-14.68万
长沙,5382,卡罗拉锐放,12.98,16.98,66,132,89,丰田,一汽丰田,12.98-16.98万,12.48-16.48万
长沙,3171,捷达VS5,8.68,11.58,67,131,407,捷达,一汽-大众捷达,8.68-11.58万,8.38-11.28万
长沙,3049,秦Pro EV,14.99,20.49,68,122,29,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
长沙,5223,赛那,30.98,40.58,69,121,102,丰田,广汽丰田,30.98-40.58万,30.98-40.58万
长沙,352,昂科威,20.99,30.99,70,120,1149,别克,上汽通用别克,20.99-30.99万,16.59-26.49万
长沙,95,奥迪A3,20.31,24.97,71,118,730,奥迪,一汽-大众奥迪,20.31-24.97万,16.86-20.48万
长沙,4223,长安CS55 PLUS,9.29,12.59,72,116,757,长安,长安汽车,9.29-12.59万,8.49-12.59万
长沙,405,途昂,29.5,40.5,73,113,391,大众,上汽大众,29.50-40.50万,28.50-39.50万
长沙,288,缤智,12.78,17.68,74,112,517,本田,广汽本田,12.78-17.68万,10.98-15.88万
长沙,5579,海豹,20.98,28.68,75,111,43,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
长沙,410,高尔夫,12.98,22.98,76,111,887,大众,一汽-大众,12.98-22.98万,11.98-21.98万
长沙,3101,AION S,13.98,19.16,77,109,185,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
长沙,3094,科鲁泽,9.49,12.29,78,109,994,雪佛兰,上汽通用雪佛兰,9.49-12.29万,7.19-9.39万
长沙,1281,沃尔沃S90,40.69,50.59,79,109,762,沃尔沃,沃尔沃亚太,40.69-50.59万,32.99-42.89万
长沙,292,冠道,22.48,33.28,80,108,424,本田,广汽本田,22.48-33.28万,21.98-31.28万
长沙,5340,型格,12.99,16.69,81,107,344,本田,广汽本田,12.99-16.69万,12.99-16.19万
长沙,344,英朗,11.99,12.59,82,107,1360,别克,上汽通用别克,11.99-12.59万,7.99-8.59万
长沙,536,汉兰达,26.88,34.88,83,106,671,丰田,广汽丰田,26.88-34.88万,26.88-34.88万
长沙,533,YARiS L 致炫,8.58,10.38,84,106,274,丰田,广汽丰田,8.58-10.38万,7.58-9.78万
长沙,348,君威,19.68,24.98,85,106,1573,别克,上汽通用别克,19.68-24.98万,14.68-19.98万
长沙,4563,哈弗大狗,11.99,16.79,86,104,1093,哈弗,长城汽车,11.99-16.79万,11.49-16.77万
长沙,2975,缤越,7.58,11.98,87,104,790,吉利汽车,吉利汽车,7.58-11.98万,7.28-11.98万
长沙,1623,领克03,13.68,25.68,88,104,2179,领克,领克,13.68-25.68万,12.68-25.68万
长沙,353,别克GL8,23.29,53.39,89,104,350,别克,上汽通用别克,23.29-53.39万,23.28-53.38万
长沙,3157,几何A,12.68,20.78,90,102,160,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
长沙,4353,长安UNI-T,11.59,14.99,91,100,967,长安,长安汽车,11.59-14.99万,10.79-14.19万
长沙,4615,坦克300,19.88,28,92,99,536,坦克,长城汽车,19.88-28.00万,19.88-28.00万
长沙,3352,小鹏P7,23.99,42.99,93,97,695,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
长沙,2875,英仕派,17.99,25.59,94,89,918,本田,东风本田,17.99-25.59万,16.29-23.89万
长沙,3192,五菱宏光V,4.48,5.18,95,88,27,五菱汽车,上汽通用五菱,4.48-5.18万,4.48-5.18万
长沙,5859,长安Lumin,4.89,6.39,96,87,41,长安,长安汽车,4.89-6.39万,4.89-6.39万
长沙,2971,凯迪拉克XT4,26.17,35.47,97,87,539,凯迪拉克,上汽通用凯迪拉克,26.17-35.47万,20.17-34.67万
长沙,579,蒙迪欧,15.98,21.68,98,87,906,福特,长安福特,15.98-21.68万,15.98-21.68万
长沙,1290,五菱宏光,4.6,5.99,99,86,217,五菱汽车,上汽通用五菱,4.60-5.99万,4.60-5.99万
长沙,5290,驱逐舰 05,11.98,15.58,100,83,327,比亚迪,比亚迪,11.98-15.58万,11.98-15.58万
长沙,4814,AION Y,13.76,18.98,101,83,317,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
长沙,1291,五菱荣光,4.09,5.755,102,82,25,五菱汽车,上汽通用五菱,4.09-5.755万,4.07-5.75万
长沙,5343,问界M5,25.98,33.18,103,81,271,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
长沙,1462,长安CS75,10.39,11.99,104,80,662,长安,长安汽车,10.39-11.99万,8.79-10.39万
长沙,4731,零跑C11,17.98,23.98,105,79,333,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
长沙,3351,启辰D60 EV,12.98,17.88,106,78,10,启辰,东风日产启辰,12.98-17.88万,12.98-17.38万
长沙,2843,蔚来ES6,38.6,55.4,107,77,505,蔚来,蔚来,38.60-55.40万,37.47-54.14万
长沙,1014,马自达3 昂克赛拉,11.59,18.99,108,77,1777,马自达,长安马自达,11.59-18.99万,10.79-18.19万
长沙,4532,长安欧尚X5,6.99,10.99,109,75,670,长安欧尚,长安汽车,6.99-10.99万,6.99-10.29万
长沙,894,雷克萨斯RX,40.5,80.1,110,74,216,雷克萨斯,雷克萨斯,40.50-80.10万,40.50-80.10万
长沙,741,博越,9.18,14.28,111,74,1087,吉利汽车,吉利汽车,9.18-14.28万,8.58-13.48万
长沙,3981,冒险家,24.68,34.58,112,73,804,林肯,长安林肯,24.68-34.58万,23.18-33.08万
长沙,279,本田XR-V,12.79,17.59,113,73,564,本田,东风本田,12.79-17.59万,10.89-15.69万
长沙,4840,皇冠陆放,27.58,35.28,114,72,220,丰田,一汽丰田,27.58-35.28万,27.57-35.27万
长沙,3172,捷达VA3,6.58,9.28,115,72,71,捷达,一汽-大众捷达,6.58-9.28万,6.28-8.98万
长沙,1323,现代ix35,12.98,15.58,116,71,428,现代,北京现代,12.98-15.58万,10.98-13.58万
长沙,228,奔驰GLE,69.98,87.06,117,71,221,奔驰,奔驰(进口),69.98-87.06万,69.88-86.96万
长沙,100,奥迪Q3,27.88,32.36,118,71,522,奥迪,一汽-大众奥迪,27.88-32.36万,22.30-25.88万
长沙,2835,探岳,20.49,26.49,119,69,715,大众,一汽-大众,20.49-26.49万,16.89-23.29万
长沙,315,宋DM,17.69,28,120,69,36,比亚迪,比亚迪,17.69-28.00万,
长沙,617,传祺GS8,18.68,26.98,121,66,475,广汽传祺,广汽乘用车,18.68-26.98万,18.68-26.98万
长沙,4629,哪吒V,7.99,12.38,122,64,207,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
长沙,4787,影豹,9.83,13.68,123,62,613,广汽传祺,广汽乘用车,9.83-13.68万,9.63-13.68万
长沙,6132,红旗H5,15.98,22.58,124,60,48,红旗,一汽红旗,15.98-22.58万,15.98-22.58万
长沙,3478,蔚来ET7,45.8,53.6,125,60,70,蔚来,蔚来,45.80-53.60万,45.80-53.60万
长沙,2716,奔驰E级PHEV,52.03,52.23,126,60,44,奔驰,北京奔驰,52.03-52.23万,51.03-51.23万
长沙,1594,哈弗M6,7.19,9.29,127,60,413,哈弗,长城汽车,7.19-9.29万,6.69-8.79万
长沙,4986,凌放HARRIER,21.18,29.78,128,58,86,丰田,一汽丰田,21.18-29.78万,20.38-28.18万
长沙,283,飞度,8.18,10.88,129,58,699,本田,广汽本田,8.18-10.88万,7.98-10.68万
长沙,31,名爵5,6.79,9.99,130,58,845,名爵,上汽集团,6.79-9.99万,6.49-9.69万
长沙,4188,锐程CC,9.79,11.29,131,57,384,长安,长安汽车,9.79-11.29万,9.39-10.89万
长沙,2880,吉利ICON,10.99,12.99,132,56,330,吉利汽车,吉利汽车,10.99-12.99万,10.99-12.99万
长沙,1355,迈锐宝XL,17.59,21.99,133,56,1211,雪佛兰,上汽通用雪佛兰,17.59-21.99万,13.39-17.79万
长沙,5820,问界M7,31.98,37.98,134,55,34,AITO,赛力斯汽车,31.98-37.98万,31.98-37.98万
长沙,3365,奕炫,6.49,9.89,135,54,232,东风风神,东风乘用车,6.49-9.89万,6.49-9.59万
长沙,233,奔驰GLS,106.8,132.9,136,54,111,奔驰,奔驰(进口),106.80-132.90万,106.70-132.80万
长沙,5037,五菱星辰,6.98,10.98,137,53,185,五菱汽车,上汽通用五菱,6.98-10.98万,6.98-10.98万
长沙,4160,威然,28.98,40.28,138,53,95,大众,上汽大众,28.98-40.28万,28.98-40.28万
长沙,3504,宋Pro DM-i,13.88,16.38,139,53,482,比亚迪,比亚迪,13.88-16.38万,13.88-16.38万
长沙,1701,红旗H5经典,14.58,19.08,140,53,847,红旗,一汽红旗,14.58-19.08万,14.58-19.08万
长沙,336,标致408,10.57,15.97,141,53,430,标致,东风标致,10.57-15.97万,10.57-15.97万
长沙,5257,QQ冰淇淋,3.99,5.752,142,52,54,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
长沙,1794,传祺M8,17.98,36.98,143,51,274,广汽传祺,广汽乘用车,17.98-36.98万,17.98-36.98万
长沙,143,宝马1系,20.58,24.68,144,50,421,宝马,华晨宝马,20.58-24.68万,15.02-19.00万
长沙,38,MINI,19.98,37.18,145,50,207,MINI,MINI,19.98-37.18万,19.98-37.18万
长沙,5439,长安欧尚Z6,9.99,12.99,146,49,109,长安欧尚,长安汽车,9.99-12.99万,9.99-12.99万
长沙,1101,小蚂蚁,7.39,9.4,147,49,193,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
长沙,4861,奔腾NAT,14.78,16.48,148,48,3,奔腾,一汽奔腾,14.78-16.48万,14.78-16.48万
长沙,2928,缤瑞,7.98,10.98,149,48,692,吉利汽车,吉利汽车,7.98-10.98万,7.38-10.98万
长沙,4342,领克06,11.86,13.98,150,47,545,领克,领克,11.86-13.98万,10.86-13.97万
长沙,891,雷克萨斯NX,31.88,54.88,151,47,226,雷克萨斯,雷克萨斯,31.88-54.88万,30.38-54.38万
长沙,5440,林肯Z,25.28,34.08,152,45,128,林肯,长安林肯,25.28-34.08万,24.08-32.88万
长沙,5306,长安深蓝SL03,16.89,69.99,153,45,86,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
长沙,224,奔驰S级,94.68,183.88,154,45,243,奔驰,奔驰(进口),94.68-183.88万,94.67-183.87万
长沙,118,宝马4系,37.39,56.69,155,45,265,宝马,宝马(进口),37.39-56.69万,37.39-56.69万
长沙,5004,小鹏P5,17.79,24.99,156,44,279,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
长沙,4380,几何C,12.98,20.78,157,44,120,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
长沙,5827,五菱佳辰,6.88,9.98,158,43,26,五菱汽车,上汽通用五菱,6.88-9.98万,6.88-9.98万
长沙,3077,唐EV,27.98,33.98,159,43,113,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
长沙,1279,沃尔沃S60,29.69,38.49,160,43,950,沃尔沃,沃尔沃亚太,29.69-38.49万,23.69-32.79万
长沙,4416,奔奔E-Star,2.98,7.48,161,42,217,长安,长安汽车,2.98-7.48万,
长沙,416,大众CC,24.99,29.99,162,42,644,大众,一汽-大众,24.99-29.99万,21.99-26.99万
长沙,287,凌派,10.98,16.98,163,42,363,本田,广汽本田,10.98-16.98万,9.18-15.98万
长沙,5339,威飒,21.68,30.38,164,41,46,丰田,广汽丰田,21.68-30.38万,19.88-28.58万
长沙,3164,凯迪拉克XT6,39.27,55.42,165,41,464,凯迪拉克,上汽通用凯迪拉克,39.27-55.42万,32.77-48.92万
长沙,1322,途胜,16.18,22.58,166,41,398,现代,北京现代,16.18-22.58万,13.68-20.08万
长沙,735,帝豪EV,13.68,15.58,167,41,24,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
长沙,5388,领睿,13.98,16.98,168,40,71,福特,江铃福特,13.98-16.98万,13.98-16.98万
长沙,4258,ID.4 X,18.9288,28.6288,169,40,284,大众,上汽大众,18.9288-28.6288万,18.93-28.33万
长沙,3276,捷达VS7,10.49,13.59,170,40,213,捷达,一汽-大众捷达,10.49-13.59万,9.99-13.09万
长沙,2963,奥迪Q2L,22.88,26.88,171,38,293,奥迪,一汽-大众奥迪,22.88-26.88万,16.70-19.62万
长沙,1636,丰田C-HR,14.18,19.08,172,38,417,丰田,广汽丰田,14.18-19.08万,12.88-17.78万
长沙,1277,沃尔沃XC90,63.89,78.19,173,38,279,沃尔沃,沃尔沃(进口),63.89-78.19万,50.89-65.19万
长沙,616,传祺GS4,8.98,13.18,174,38,582,广汽传祺,广汽乘用车,8.98-13.18万,8.08-12.28万
长沙,385,途锐,53.38,78.28,175,38,231,大众,大众(进口),53.38-78.28万,46.80-78.28万
长沙,4313,发现运动版,35.68,45.58,176,37,309,路虎,奇瑞捷豹路虎,35.68-45.58万,25.69-32.82万
长沙,3435,途昂X,28.5,39.5,177,37,178,大众,上汽大众,28.50-39.50万,27.50-38.50万
长沙,3052,长安CS35 PLUS,6.99,10.99,178,37,400,长安,长安汽车,6.99-10.99万,6.29-10.29万
长沙,215,奔驰GLA,28.39,34.48,179,37,222,奔驰,北京奔驰,28.39-34.48万,24.39-30.48万
长沙,4540,宋PLUS EV,18.08,19.78,180,36,253,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
长沙,291,奥德赛,23.58,35.48,181,36,323,本田,广汽本田,23.58-35.48万,23.28-34.98万
长沙,4537,航海家,32.88,47.88,182,35,319,林肯,长安林肯,32.88-47.88万,31.38-46.38万
长沙,3708,宝马X2,28.58,32.98,183,35,175,宝马,华晨宝马,28.58-32.98万,21.43-24.73万
长沙,2832,传祺M6,10.98,15.98,184,35,245,广汽传祺,广汽乘用车,10.98-15.98万,10.18-15.68万
长沙,859,凯迪拉克CT6,39.97,48.97,185,35,475,凯迪拉克,上汽通用凯迪拉克,39.97-48.97万,29.97-40.57万
长沙,5153,启辰大V,9.98,13.08,186,34,106,启辰,东风日产启辰,9.98-13.08万,9.48-12.58万
长沙,3355,沃尔沃XC40,26.48,35.48,187,34,354,沃尔沃,沃尔沃亚太,26.48-35.48万,21.28-31.30万
长沙,1616,蔚来ES8,49.6,65.6,188,34,216,蔚来,蔚来,49.60-65.60万,48.47-64.34万
长沙,122,宝马7系,82.8,261.2,189,34,224,宝马,宝马(进口),82.80-261.20万,72.86-229.85万
长沙,5238,坦克500,33.5,39.5,190,33,82,坦克,长城汽车,33.50-39.50万,33.50-39.50万
长沙,5050,长安欧尚X7 PLUS,7.99,13.39,191,33,146,长安欧尚,长安汽车,7.99-13.39万,7.99-12.69万
长沙,2794,瑞虎8,9.58,16.8888,192,33,1012,奇瑞,奇瑞汽车,9.58-16.8888万,8.69-16.89万
长沙,5031,奕炫MAX,9.39,13.79,193,32,445,东风风神,东风乘用车,9.39-13.79万,9.39-13.79万
长沙,4586,ID.4 CROZZ,18.73,28.73,194,32,347,大众,一汽-大众,18.73-28.73万,18.33-28.33万
长沙,3437,揽境,29.99,40.79,195,32,163,大众,一汽-大众,29.99-40.79万,26.69-37.49万
长沙,3041,荣威i5,6.79,9.99,196,32,545,荣威,上汽集团,6.79-9.99万,5.99-9.99万
长沙,1199,欧蓝德,15.98,22.58,197,32,364,三菱,广汽三菱,15.98-22.58万,13.98-21.58万
长沙,4792,星途凌云,14.79,18.29,198,31,460,星途,星途,14.79-18.29万,13.99-17.99万
长沙,1938,捷途X70,8.69,15.59,199,31,249,捷途,奇瑞汽车,8.69-15.59万,8.19-15.29万
长沙,155,Cayenne,92.3,185,200,31,170,保时捷,保时捷,92.30-185.00万,92.30-185.00万
长沙,131,宝马2系,26.98,41.98,201,31,193,宝马,宝马(进口),26.98-41.98万,25.09-41.98万
长沙,4801,亚洲狮,14.18,17.98,202,30,227,丰田,一汽丰田,14.18-17.98万,12.68-16.48万
长沙,1182,荣威RX5,9.33,15.59,203,30,733,荣威,上汽集团,9.33-15.59万,8.83-15.59万
长沙,525,埃尔法,83.9,92.8,204,30,101,丰田,丰田(进口),83.90-92.80万,83.90-92.80万
长沙,347,君越,21.98,28.98,205,30,953,别克,上汽通用别克,21.98-28.98万,17.08-24.08万
长沙,147,宝马5系PHEV,49.99,53.69,206,30,221,宝马,华晨宝马,49.99-53.69万,46.99-50.47万
长沙,5557,皓极,12.69,14.69,207,29,61,东风风神,东风乘用车,12.69-14.69万,12.69-14.69万
长沙,5251,哈弗神兽,13,16.7,208,29,213,哈弗,长城汽车,13.00-16.70万,12.70-16.56万
长沙,4783,长安UNI-K,14.59,18.49,209,29,457,长安,长安汽车,14.59-18.49万,14.39-18.29万
长沙,4635,欧拉好猫,12.99,17.1,210,29,240,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
长沙,538,威驰,7.38,9.48,211,29,266,丰田,一汽丰田,7.38-9.48万,6.68-8.78万
长沙,5217,大众ID.3,14.9888,18.5288,212,28,180,大众,上汽大众,14.9888-18.5288万,14.99-17.93万
长沙,5093,宝骏KiWi EV,7.78,10.28,213,28,104,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
长沙,4080,昂科旗,29.99,35.99,214,28,434,别克,上汽通用别克,29.99-35.99万,24.69-30.69万
长沙,3357,睿行M60,5.59,6.52,215,28,4,长安凯程,长安轻型车,5.59-6.52万,5.39-6.32万
长沙,3275,哪吒U,12.98,19.98,216,28,164,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
长沙,3059,理想ONE,34.98,34.98,217,28,501,理想汽车,理想汽车,34.98万,34.98万
长沙,164,北京BJ40,15.98,27.29,218,28,326,北京,北京越野,15.98-27.29万,15.98-27.29万
长沙,152,Panamera,99.8,247.6,219,28,232,保时捷,保时捷,99.80-247.60万,99.80-247.60万
长沙,5092,红旗E-QM5,12.28,20.78,220,27,17,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
长沙,4355,红旗H9,30.98,86,221,27,366,红旗,一汽红旗,30.98-86.00万,30.98-86.00万
长沙,4284,探险者,30.98,39.98,222,27,608,福特,长安福特,30.98-39.98万,30.98-39.98万
长沙,4182,凯迪拉克CT4,23.57,25.97,223,27,451,凯迪拉克,上汽通用凯迪拉克,23.57-25.97万,19.57-21.97万
长沙,1359,探界者,16.99,23.99,224,27,691,雪佛兰,上汽通用雪佛兰,16.99-23.99万,12.79-19.79万
长沙,154,Macan,57.3,85.3,225,27,297,保时捷,保时捷,57.30-85.30万,57.30-85.30万
长沙,5819,蔚来ES7,46.8,54.8,226,26,14,蔚来,蔚来,46.80-54.80万,46.80-54.80万
长沙,4538,宝马iX3,39.99,43.99,227,26,251,宝马,华晨宝马,39.99-43.99万,37.59-41.35万
长沙,1143,骐达TIIDA,9.99,13.59,228,26,288,日产,东风日产,9.99-13.59万,8.99-12.59万
长沙,585,锐界,22.98,30.98,229,26,630,福特,长安福特,22.98-30.98万,20.98-28.98万
长沙,120,宝马5系(进口),42.99,60.99,230,26,228,宝马,宝马(进口),42.99-60.99万,40.84-60.38万
长沙,2825,宝马X7,100,169.8,231,25,146,宝马,宝马(进口),100.00-169.80万,96.00-163.01万
长沙,1789,捷豹XEL,29.98,32.68,232,25,501,捷豹,奇瑞捷豹路虎,29.98-32.68万,23.38-25.49万
长沙,125,宝马X4,46.19,65.99,233,25,119,宝马,宝马(进口),46.19-65.99万,42.96-61.37万
长沙,5924,梦想家 PHEV,36.99,63.99,234,24,53,岚图,岚图汽车,36.99-63.99万,36.99-63.99万
长沙,5872,帝豪L 雷神Hi·P,12.98,16.88,235,24,110,吉利汽车,吉利汽车,12.98-16.88万,12.98-16.88万
长沙,1151,奇骏,17.99,26.29,236,24,682,日产,东风日产,17.99-26.29万,16.99-25.29万
长沙,815,海狮X30L,4.79,5.98,237,24,10,金杯,华晨鑫源,4.79-5.98万,4.79-5.98万
长沙,4224,风光E1,6.78,7.38,238,22,1,东风风光,东风小康,6.78-7.38万,6.78-7.38万
长沙,742,远景X6,7.59,8.99,239,22,413,吉利汽车,吉利汽车,7.59-8.99万,7.29-8.69万
长沙,5520,瑞虎8 PRO,12.69,17.19,240,21,164,奇瑞,奇瑞汽车,12.69-17.19万,11.99-16.49万
长沙,3672,豪越,10.36,13.96,241,21,327,吉利汽车,吉利汽车,10.36-13.96万,10.06-13.56万
长沙,3334,锐际,16.98,21.88,242,21,558,福特,长安福特,16.98-21.88万,14.98-19.88万
长沙,2827,奕泽IZOA,14.98,18.98,243,21,287,丰田,一汽丰田,14.98-18.98万,13.48-17.48万
长沙,1639,宝马6系GT,58.89,68.89,244,21,198,宝马,宝马(进口),58.89-68.89万,54.77-64.07万
长沙,1622,领克01,17.98,20.68,245,21,1420,领克,领克,17.98-20.68万,17.28-20.28万
长沙,614,传祺GS5,10.98,22.98,246,21,120,广汽传祺,广汽乘用车,10.98-22.98万,
长沙,281,本田UR-V,24.68,32.98,247,21,310,本田,东风本田,24.68-32.98万,23.18-31.48万
长沙,4272,零跑T03,7.95,9.65,248,20,305,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
长沙,1123,智跑,13.98,15.78,249,20,327,起亚,起亚,13.98-15.78万,12.28-14.08万
长沙,1008,马自达CX-4,14.88,21.58,250,20,533,马自达,长安马自达,14.88-21.58万,13.38-20.08万
长沙,993,揽胜极光,38.98,47.58,251,20,242,路虎,奇瑞捷豹路虎,38.98-47.58万,31.18-38.06万
长沙,222,奔驰E级(进口),44.8,66.4,252,20,189,奔驰,奔驰(进口),44.80-66.40万,43.80-65.40万
长沙,5210,传祺GS4 PLUS,12.68,14.98,253,19,168,广汽传祺,广汽乘用车,12.68-14.98万,12.18-14.78万
长沙,5013,哈弗酷狗,12.38,14.98,254,19,14,哈弗,长城汽车,12.38-14.98万,12.36-14.96万
长沙,2151,红旗HS7,27.58,45.98,255,19,174,红旗,一汽红旗,27.58-45.98万,27.58-45.98万
长沙,245,奔驰V级,47.88,64.68,256,19,57,奔驰,福建奔驰,47.88-64.68万,43.88-60.68万
长沙,220,奔驰CLA级,29.98,37.78,257,19,148,奔驰,奔驰(进口),29.98-37.78万,29.88-37.78万
长沙,18,大切诺基(进口),52.99,71.49,258,19,81,Jeep,Jeep(进口),52.99-71.49万,33.99-52.49万
长沙,5048,凡尔赛C5 X,14.37,18.67,259,18,622,雪铁龙,东风雪铁龙,14.37-18.67万,14.37-18.67万
长沙,4961,ID.6 CROZZ,25.23,33.69,260,18,195,大众,一汽-大众,25.23-33.69万,24.73-33.29万
长沙,4357,蔚来EC6,39.6,55.4,261,18,257,蔚来,蔚来,39.60-55.40万,38.47-54.14万
