城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,降价,品牌名称,子品牌名称,价格区间,经销商价格
广州,纯电动,5248,元PLUS,13.78,16.58,10,286,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
广州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,11,276,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
广州,纯电动,4426,AION V,18.76,26.98,12,272,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
广州,纯电动,3049,秦Pro EV,14.99,20.49,13,270,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
广州,纯电动,5461,小鹏G9,30.99,46.99,14,256,16,0,小鹏汽车,小鹏汽车,30.99-46.99万,30.99-46.99万
广州,纯电动,3351,启辰D60 EV,12.98,17.88,15,230,10,0,启辰,东风日产启辰,12.98-17.88万,11.45-13.28万
广州,纯电动,2819,小鹏G3,16.89,20.19,16,225,185,0,小鹏汽车,小鹏汽车,16.89-20.19万,16.89-20.19万
广州,纯电动,5008,海豚,10.28,13.08,17,218,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
广州,纯电动,4293,小海狮 EV,12.88,12.88,18,152,1,0,SRM鑫源,华晨鑫源新能源,12.88万,12.88万
广州,纯电动,4688,枫叶80v,8.98,15.98,19,147,5,0,睿蓝汽车,睿蓝汽车,8.98-15.98万,8.98-9.98万
广州,纯电动,3478,蔚来ET7,45.8,53.6,20,146,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
广州,纯电动,4320,五菱荣光EV,13.58,13.91,21,140,6,0,五菱汽车,上汽通用五菱,13.58-13.91万,10.48-10.81万
广州,纯电动,4861,奔腾NAT,14.78,16.48,22,136,3,0,奔腾,一汽奔腾,14.78-16.48万,12.78-14.48万
广州,纯电动,3157,几何A,12.68,20.78,23,131,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
广州,纯电动,5089,合创Z03,13.28,17.88,24,123,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
广州,纯电动,5579,海豹,20.98,28.68,25,122,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
广州,纯电动,4731,零跑C11,17.98,23.98,26,122,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
广州,纯电动,5092,红旗E-QM5,12.28,20.78,27,116,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
广州,纯电动,5580,富康ES600,15.38,15.38,28,101,3,0,东风富康,神龙汽车,15.38万,15.38万
广州,纯电动,5343,问界M5,25.98,33.18,29,98,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
广州,纯电动,3275,哪吒U,12.98,19.98,30,97,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
广州,纯电动,4629,哪吒V,7.99,12.38,31,86,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
广州,纯电动,5819,蔚来ES7,46.8,54.8,32,78,14,0,蔚来,蔚来,46.80-54.80万,46.80-54.80万
广州,纯电动,475,东风小康EC36,12.98,12.98,33,77,3,0,东风小康,东风小康,12.98万,9.38万
广州,纯电动,1616,蔚来ES8,49.6,65.6,34,76,216,0,蔚来,蔚来,49.60-65.60万,48.47-64.34万
广州,纯电动,5392,e:NP1 极湃1,17.5,21.8,35,74,3,0,本田,广汽本田,17.50-21.80万,15.50-19.80万
广州,纯电动,4538,宝马iX3,39.99,43.99,36,74,251,0,宝马,华晨宝马,39.99-43.99万,35.59-39.15万
广州,纯电动,4272,零跑T03,7.95,9.65,37,73,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
广州,纯电动,3359,微蓝6,17.79,19.69,38,73,82,0,别克,上汽通用别克,17.79-19.69万,14.03-19.39万
广州,纯电动,4540,宋PLUS EV,18.08,19.78,39,68,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
广州,纯电动,2843,蔚来ES6,38.6,55.4,40,67,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
广州,纯电动,4380,几何C,12.98,20.78,41,64,120,0,几何汽车,几何汽车,12.98-20.78万,12.68-20.48万
广州,纯电动,5859,长安Lumin,4.89,6.39,42,63,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
广州,纯电动,1820,秦EV,12.99,16.98,43,63,34,0,比亚迪,比亚迪,12.99-16.98万,10.79-16.98万
广州,纯电动,4894,ID.6 X,25.3288,33.8888,44,59,111,0,大众,上汽大众,25.3288-33.8888万,24.83-33.88万
广州,纯电动,5152,威马E.5,16.01,19.01,45,55,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
广州,纯电动,5093,宝骏KiWi EV,7.78,10.28,46,54,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
广州,纯电动,4074,北京EU5,12.99,17.19,47,54,19,0,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
广州,纯电动,1810,风行S50 EV,13.19,15.99,48,53,17,0,东风风行,东风风行,13.19-15.99万,11.50-13.00万
广州,纯电动,3503,AION LX,28.66,46.96,49,50,53,0,埃安,广汽埃安新能源,28.66-46.96万,28.66-46.96万
广州,纯电动,3077,唐EV,27.98,33.98,50,50,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
广州,纯电动,1101,小蚂蚁,7.39,9.4,51,50,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
广州,纯电动,4586,ID.4 CROZZ,18.73,28.73,52,41,347,0,大众,一汽-大众,18.73-28.73万,18.33-28.33万
广州,纯电动,4585,东风本田M-NV,14.98,15.98,53,41,17,0,思铭,东风本田,14.98-15.98万,13.18-14.18万
广州,纯电动,5817,几何E,8.68,10.38,54,30,35,0,几何汽车,几何汽车,8.68-10.38万,8.48-10.18万
广州,纯电动,4357,蔚来EC6,39.6,55.4,55,29,257,0,蔚来,蔚来,39.60-55.40万,38.47-54.14万
广州,纯电动,4635,欧拉好猫,12.99,17.1,56,28,240,0,欧拉,长城汽车,12.99-17.10万,12.98-17.10万
广州,纯电动,5106,零跑C01,19.38,28.68,57,27,12,0,零跑汽车,零跑汽车,19.38-28.68万,19.38-28.68万
广州,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,58,27,9,0,奥迪,一汽-大众奥迪,29.99-37.71万,29.99-37.71万
广州,纯电动,3455,比亚迪e2,9.58,15.08,59,26,109,0,比亚迪,比亚迪,9.58-15.08万,9.58-14.48万
广州,纯电动,1793,菱智M5 EV,14.99,17.39,60,23,6,0,东风风行,东风风行,14.99-17.39万,14.99-17.39万
广州,纯电动,5217,大众ID.3,14.9888,18.5288,61,21,180,0,大众,上汽大众,14.9888-18.5288万,14.98-18.23万
广州,纯电动,4760,岚图FREE,31.36,41.99,62,21,337,0,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
广州,纯电动,4258,ID.4 X,18.9288,28.6288,63,20,284,0,大众,上汽大众,18.9288-28.6288万,18.92-28.33万
广州,纯电动,3975,高合HiPhi X,57,80,64,20,219,0,高合,华人运通,57.00-80.00万,57.00-80.00万
广州,纯电动,5818,荣威iMAX8 EV,25.98,35.98,65,19,5,0,荣威,上汽集团,25.98-35.98万,25.98-35.98万
广州,纯电动,5813,奔驰EQE,52.8,58.5,66,19,11,0,奔驰,北京奔驰,52.80-58.50万,49.80-55.50万
广州,纯电动,5306,长安深蓝SL03,16.89,69.99,67,19,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
广州,纯电动,5151,枫叶60s,7.98,14.98,68,19,6,0,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.98-8.98万
广州,纯电动,4961,ID.6 CROZZ,25.23,33.69,69,19,195,0,大众,一汽-大众,25.23-33.69万,24.83-33.29万
广州,纯电动,3398,威马W6,19.18,25.98,70,18,178,0,威马汽车,威马汽车,19.18-25.98万,19.18-25.98万
广州,纯电动,735,帝豪EV,13.68,15.58,71,18,24,0,几何汽车,几何汽车,13.68-15.58万,11.68-15.58万
广州,纯电动,4081,雪佛兰畅巡,15.99,18.73,72,15,74,0,雪佛兰,上汽通用雪佛兰,15.99-18.73万,13.49-17.99万
广州,纯电动,3719,奔驰EQC,49.19,57.19,73,15,62,0,奔驰,北京奔驰,49.19-57.19万,31.86-39.86万
广州,纯电动,5257,QQ冰淇淋,3.99,5.752,74,14,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
广州,纯电动,4146,红旗E-HS9,50.98,77.98,75,12,136,0,红旗,一汽红旗,50.98-77.98万,50.98-77.98万
广州,纯电动,3022,长安之星9 EV,13.18,14.58,76,11,1,0,长安凯程,长安轻型车,13.18-14.58万,13.13-14.58万
贵阳,纯电动,3762,Model 3,29.0988,36.79,1,92,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
贵阳,纯电动,4363,Model Y,31.69,41.79,2,87,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
贵阳,纯电动,1655,东风风神E70,14.28,15.38,3,39,16,0,东风风神,东风乘用车,14.28-15.38万,11.28-12.38万
贵阳,纯电动,1810,风行S50 EV,13.19,15.99,4,35,17,0,东风风行,东风风行,13.19-15.99万,13.19-15.99万
贵阳,纯电动,4499,五菱宏光MINIEV,3.28,9.99,5,33,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
贵阳,纯电动,1820,秦EV,12.99,16.98,6,33,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
贵阳,纯电动,3157,几何A,12.68,20.78,7,23,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
贵阳,纯电动,4582,荣威i6 MAX EV,14.68,18.18,8,22,6,0,荣威,上汽集团,14.68-18.18万,14.68-17.98万
贵阳,纯电动,735,帝豪EV,13.68,15.58,9,22,24,0,几何汽车,几何汽车,13.68-15.58万,13.68-15.58万
贵阳,纯电动,4861,奔腾NAT,14.78,16.48,10,20,3,0,奔腾,一汽奔腾,14.78-16.48万,12.78-14.48万
贵阳,纯电动,3049,秦Pro EV,14.99,20.49,11,20,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
贵阳,纯电动,1760,荣威Ei5,14.48,15.88,12,18,31,0,荣威,上汽集团,14.48-15.88万,14.18-15.58万
贵阳,纯电动,3351,启辰D60 EV,12.98,17.88,13,17,10,0,启辰,东风日产启辰,12.98-17.88万,11.98-16.88万
贵阳,纯电动,5008,海豚,10.28,13.08,14,16,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
贵阳,纯电动,4731,零跑C11,17.98,23.98,15,14,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
贵阳,纯电动,4649,思皓E50A,14.59,18.98,16,14,6,0,思皓,江汽集团,14.59-18.98万,14.59-18.98万
贵阳,纯电动,3275,哪吒U,12.98,19.98,17,12,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
贵阳,纯电动,5015,ZEEKR 001,29.9,38.6,18,11,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
赣州,纯电动,5008,海豚,10.28,13.08,1,97,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
赣州,纯电动,3351,启辰D60 EV,12.98,17.88,2,66,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-17.38万
赣州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,3,49,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.19-9.99万
赣州,纯电动,4363,Model Y,31.69,41.79,4,40,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
赣州,纯电动,1655,东风风神E70,14.28,15.38,5,39,16,0,东风风神,东风乘用车,14.28-15.38万,13.78-14.88万
赣州,纯电动,4629,哪吒V,7.99,12.38,6,35,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
赣州,纯电动,3762,Model 3,29.0988,36.79,7,34,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
赣州,纯电动,5859,长安Lumin,4.89,6.39,8,22,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
赣州,纯电动,5248,元PLUS,13.78,16.58,9,18,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
赣州,纯电动,5579,海豹,20.98,28.68,10,14,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
赣州,纯电动,5343,问界M5,25.98,33.18,11,14,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
赣州,纯电动,3049,秦Pro EV,14.99,20.49,12,14,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
赣州,纯电动,1820,秦EV,12.99,16.98,13,14,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
赣州,纯电动,4814,AION Y,13.76,18.98,14,11,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
赣州,纯电动,4638,比亚迪D1,15.78,16.78,15,11,18,0,比亚迪,比亚迪,15.78-16.78万,15.78-16.78万
广安,纯电动,5008,海豚,10.28,13.08,1,28,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
广安,纯电动,4499,五菱宏光MINIEV,3.28,9.99,2,17,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
广安,纯电动,5248,元PLUS,13.78,16.58,3,11,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
广元,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,37,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
广元,纯电动,5008,海豚,10.28,13.08,2,26,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
广元,纯电动,3275,哪吒U,12.98,19.98,3,12,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
贵港,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,164,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
贵港,纯电动,5859,长安Lumin,4.89,6.39,2,32,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
贵港,纯电动,4629,哪吒V,7.99,12.38,3,31,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
贵港,纯电动,3351,启辰D60 EV,12.98,17.88,4,27,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-16.88万
贵港,纯电动,1810,风行S50 EV,13.19,15.99,5,22,17,0,东风风行,东风风行,13.19-15.99万,13.19-15.99万
贵港,纯电动,4819,思皓E10X,6.99,8.09,6,21,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
贵港,纯电动,5008,海豚,10.28,13.08,7,20,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
贵港,纯电动,3275,哪吒U,12.98,19.98,8,15,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
贵港,纯电动,1101,小蚂蚁,7.39,9.4,9,15,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
贵港,纯电动,5257,QQ冰淇淋,3.99,5.752,10,12,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
贵港,纯电动,3101,AION S,13.98,19.16,11,11,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
桂林,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,229,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
桂林,纯电动,4629,哪吒V,7.99,12.38,2,102,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
桂林,纯电动,5008,海豚,10.28,13.08,3,82,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
桂林,纯电动,1655,东风风神E70,14.28,15.38,4,75,16,0,东风风神,东风乘用车,14.28-15.38万,10.88-15.38万
桂林,纯电动,5859,长安Lumin,4.89,6.39,5,70,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
桂林,纯电动,1101,小蚂蚁,7.39,9.4,6,66,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
桂林,纯电动,4814,AION Y,13.76,18.98,7,56,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
桂林,纯电动,3101,AION S,13.98,19.16,8,56,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
桂林,纯电动,3351,启辰D60 EV,12.98,17.88,9,51,10,0,启辰,东风日产启辰,12.98-17.88万,12.98-16.88万
桂林,纯电动,3710,科莱威CLEVER,5.9999,5.9999,10,49,66,0,荣威,上汽集团,5.9999万,6.00万
桂林,纯电动,3049,秦Pro EV,14.99,20.49,11,47,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
桂林,纯电动,4819,思皓E10X,6.99,8.09,12,41,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
桂林,纯电动,1820,秦EV,12.99,16.98,13,37,34,0,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
桂林,纯电动,3275,哪吒U,12.98,19.98,14,34,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
桂林,纯电动,1793,菱智M5 EV,14.99,17.39,15,34,6,0,东风风行,东风风行,14.99-17.39万,14.40-16.80万
桂林,纯电动,4272,零跑T03,7.95,9.65,16,29,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
桂林,纯电动,4300,汉EV,21.48,32.98,17,28,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
桂林,纯电动,5248,元PLUS,13.78,16.58,18,26,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
桂林,纯电动,4635,欧拉好猫,12.99,17.1,19,26,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
桂林,纯电动,5257,QQ冰淇淋,3.99,5.752,20,22,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
桂林,纯电动,4224,风光E1,6.78,7.38,21,22,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
桂林,纯电动,1810,风行S50 EV,13.19,15.99,22,22,17,0,东风风行,东风风行,13.19-15.99万,12.19-14.99万
桂林,纯电动,5093,宝骏KiWi EV,7.78,10.28,23,18,104,0,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
桂林,纯电动,5047,五菱Nano EV,5.68,6.68,24,18,19,0,五菱汽车,上汽通用五菱,5.68-6.68万,5.68-6.68万
桂林,纯电动,5015,ZEEKR 001,29.9,38.6,25,18,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
桂林,纯电动,3157,几何A,12.68,20.78,26,16,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
桂林,纯电动,3455,比亚迪e2,9.58,15.08,27,15,109,0,比亚迪,比亚迪,9.58-15.08万,9.08-14.58万
桂林,纯电动,5415,华梓1号,2.98,4.98,28,14,0,0,华梓汽车,华梓汽车,2.98-4.98万,2.98-4.98万
桂林,纯电动,5817,几何E,8.68,10.38,29,13,35,0,几何汽车,几何汽车,8.68-10.38万,8.68-10.38万
桂林,纯电动,4388,悦虎,7.18,8.28,30,12,5,0,大运,大运汽车,7.18-8.28万,7.18-8.28万
哈尔滨,纯电动,4363,Model Y,31.69,41.79,1,193,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
哈尔滨,纯电动,5248,元PLUS,13.78,16.58,2,59,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
哈尔滨,纯电动,3762,Model 3,29.0988,36.79,3,43,639,0,特斯拉,特斯拉中国,29.0988-36.79万,29.10-36.79万
哈尔滨,纯电动,5008,海豚,10.28,13.08,4,29,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
哈尔滨,纯电动,5343,问界M5,25.98,33.18,5,27,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
哈尔滨,纯电动,4499,五菱宏光MINIEV,3.28,9.99,6,23,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
哈尔滨,纯电动,4300,汉EV,21.48,32.98,7,12,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
海口,纯电动,4363,Model Y,31.69,41.79,1,300,760,0,特斯拉,特斯拉中国,31.69-41.79万,31.69-41.79万
海口,纯电动,5248,元PLUS,13.78,16.58,2,248,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
海口,纯电动,4540,宋PLUS EV,18.08,19.78,3,211,253,0,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
海口,纯电动,5008,海豚,10.28,13.08,4,197,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
海口,纯电动,3762,Model 3,29.0988,36.79,5,165,639,0,特斯拉,特斯拉中国,29.0988-36.79万,27.99-36.79万
海口,纯电动,4629,哪吒V,7.99,12.38,6,129,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
海口,纯电动,4300,汉EV,21.48,32.98,7,116,1057,0,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
海口,纯电动,4731,零跑C11,17.98,23.98,8,114,333,0,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
海口,纯电动,4499,五菱宏光MINIEV,3.28,9.99,9,109,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
海口,纯电动,4635,欧拉好猫,12.99,17.1,10,105,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
海口,纯电动,3101,AION S,13.98,19.16,11,103,185,0,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
海口,纯电动,4814,AION Y,13.76,18.98,12,97,317,0,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
海口,纯电动,3275,哪吒U,12.98,19.98,13,96,164,0,哪吒汽车,合众汽车,12.98-19.98万,12.98-19.98万
海口,纯电动,5015,ZEEKR 001,29.9,38.6,14,93,686,0,极氪,极氪,29.90-38.60万,29.90-38.60万
海口,纯电动,4380,几何C,12.98,20.78,15,82,120,0,几何汽车,几何汽车,12.98-20.78万,12.98-20.78万
海口,纯电动,3049,秦Pro EV,14.99,20.49,16,82,29,0,比亚迪,比亚迪,14.99-20.49万,14.99-20.49万
海口,纯电动,5817,几何E,8.68,10.38,17,71,35,0,几何汽车,几何汽车,8.68-10.38万,8.67-10.37万
海口,纯电动,4586,ID.4 CROZZ,18.73,28.73,18,69,347,0,大众,一汽-大众,18.73-28.73万,18.73-28.73万
海口,纯电动,4426,AION V,18.76,26.98,19,66,124,0,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
海口,纯电动,4272,零跑T03,7.95,9.65,20,60,305,0,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
海口,纯电动,3352,小鹏P7,23.99,42.99,21,52,695,0,小鹏汽车,小鹏汽车,23.99-42.99万,23.99-42.99万
海口,纯电动,5089,合创Z03,13.28,17.88,22,48,51,0,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
海口,纯电动,5859,长安Lumin,4.89,6.39,23,34,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
海口,纯电动,5579,海豹,20.98,28.68,24,33,43,0,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
海口,纯电动,5343,问界M5,25.98,33.18,25,33,271,0,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
海口,纯电动,4258,ID.4 X,18.9288,28.6288,26,33,284,0,大众,上汽大众,18.9288-28.6288万,18.93-28.63万
海口,纯电动,4981,元Pro,9.28,11.28,27,27,130,0,比亚迪,比亚迪,9.28-11.28万,9.28-11.28万
海口,纯电动,1101,小蚂蚁,7.39,9.4,28,27,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
海口,纯电动,3077,唐EV,27.98,33.98,29,26,113,0,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
海口,纯电动,4961,ID.6 CROZZ,25.23,33.69,30,23,195,0,大众,一汽-大众,25.23-33.69万,25.23-33.69万
海口,纯电动,5152,威马E.5,16.01,19.01,31,22,50,0,威马汽车,威马汽车,16.01-19.01万,16.01-19.01万
海口,纯电动,4819,思皓E10X,6.99,8.09,32,22,43,0,思皓,江汽集团,6.99-8.09万,6.99-8.09万
海口,纯电动,4224,风光E1,6.78,7.38,33,20,1,0,东风风光,东风小康,6.78-7.38万,6.78-7.38万
海口,纯电动,5063,上汽大通MAXUS MIFA 9,27.99,41.99,34,17,9,0,上汽大通MAXUS,上汽大通,27.99-41.99万,27.99-41.99万
海口,纯电动,3157,几何A,12.68,20.78,35,17,160,0,几何汽车,几何汽车,12.68-20.78万,12.68-20.78万
海口,纯电动,2843,蔚来ES6,38.6,55.4,36,17,505,0,蔚来,蔚来,38.60-55.40万,37.47-54.14万
海口,纯电动,1915,威马EX5,16.08,17.98,37,17,152,0,威马汽车,威马汽车,16.08-17.98万,16.08-17.98万
海口,纯电动,5122,创维EV6,14.68,27.28,38,16,7,0,创维汽车,创维汽车,14.68-27.28万,14.68-27.28万
海口,纯电动,4503,凌宝BOX,4.18,6.88,39,15,7,0,凌宝汽车,吉麦新能源,4.18-6.88万,4.18-6.88万
海口,纯电动,3710,科莱威CLEVER,5.9999,5.9999,40,15,66,0,荣威,上汽集团,5.9999万,6.00万
海口,纯电动,5004,小鹏P5,17.79,24.99,41,14,279,0,小鹏汽车,小鹏汽车,17.79-24.99万,17.79-24.99万
海口,纯电动,4585,东风本田M-NV,14.98,15.98,42,14,17,0,思铭,东风本田,14.98-15.98万,12.98-13.98万
海口,纯电动,3478,蔚来ET7,45.8,53.6,43,14,70,0,蔚来,蔚来,45.80-53.60万,45.80-53.60万
海口,纯电动,3455,比亚迪e2,9.58,15.08,44,14,109,0,比亚迪,比亚迪,9.58-15.08万,9.58-15.08万
海口,纯电动,5306,长安深蓝SL03,16.89,69.99,45,13,84,0,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
海口,纯电动,4894,ID.6 X,25.3288,33.8888,46,13,111,0,大众,上汽大众,25.3288-33.8888万,25.33-33.89万
海口,纯电动,1793,菱智M5 EV,14.99,17.39,47,13,6,0,东风风行,东风风行,14.99-17.39万,14.99-17.39万
海口,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,48,12,9,0,奥迪,一汽-大众奥迪,29.99-37.71万,29.98-37.70万
海口,纯电动,5297,欧拉芭蕾猫,19.3,22.3,49,11,21,0,欧拉,长城汽车,19.30-22.30万,19.30-22.30万
海口,纯电动,5092,红旗E-QM5,12.28,20.78,50,11,17,0,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
海口,纯电动,4861,奔腾NAT,14.78,16.48,51,11,3,0,奔腾,一汽奔腾,14.78-16.48万,14.78-16.48万
邯郸,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,520,507,0,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
邯郸,纯电动,5859,长安Lumin,4.89,6.39,2,143,41,0,长安,长安汽车,4.89-6.39万,4.89-6.39万
邯郸,纯电动,5008,海豚,10.28,13.08,3,112,347,0,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
邯郸,纯电动,4629,哪吒V,7.99,12.38,4,64,207,0,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
邯郸,纯电动,5248,元PLUS,13.78,16.58,5,62,348,0,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
邯郸,纯电动,4635,欧拉好猫,12.99,17.1,6,58,240,0,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
邯郸,纯电动,5257,QQ冰淇淋,3.99,5.752,7,49,53,0,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
邯郸,纯电动,1101,小蚂蚁,7.39,9.4,8,47,193,0,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
