城市名,类型,车系id,车系名称,最低价,最高价,排名,本地销量,评论数,品牌名称,子品牌名称,价格区间,经销商价格
鄂尔多斯,纯电动,4629,哪吒V,7.99,12.38,9,15,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
鄂尔多斯,纯电动,3077,唐EV,27.98,33.98,10,14,123,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
福州,纯电动,4363,Model Y,29.9988,39.79,1,346,857,特斯拉,特斯拉中国,29.9988-39.79万,28.89-39.79万
福州,纯电动,4861,奔腾NAT,14.78,16.48,2,139,4,奔腾,一汽奔腾,14.78-16.48万,13.18-16.48万
福州,纯电动,5248,元PLUS,13.78,16.58,3,132,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
福州,纯电动,5008,海豚,10.28,13.08,4,121,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
福州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,5,78,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
福州,纯电动,4540,宋PLUS EV,18.08,19.78,6,72,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
福州,纯电动,5343,问界M5,25.98,33.18,7,67,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
福州,纯电动,3762,Model 3,27.6988,34.99,8,67,673,特斯拉,特斯拉中国,27.6988-34.99万,26.59-34.99万
福州,纯电动,1655,东风风神E70,14.28,15.38,9,59,22,东风风神,东风乘用车,14.28-15.38万,13.28-15.38万
福州,纯电动,1820,秦EV,12.99,16.98,10,58,34,比亚迪,比亚迪,12.99-16.98万,11.99-16.98万
福州,纯电动,4814,AION Y,13.76,18.98,11,57,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
福州,纯电动,5579,海豹,20.98,28.68,12,56,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
福州,纯电动,4300,汉EV,21.48,32.98,13,50,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
福州,纯电动,3157,几何A,12.68,20.78,14,49,170,几何汽车,几何汽车,12.68-20.78万,12.18-20.78万
福州,纯电动,5859,长安Lumin,4.89,6.39,15,45,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
福州,纯电动,3101,AION S,13.98,19.16,16,43,202,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
福州,纯电动,5306,长安深蓝SL03,16.89,69.99,17,41,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
福州,纯电动,5015,ZEEKR 001,29.9,38.6,18,41,912,极氪,极氪,29.90-38.60万,29.90-38.60万
福州,纯电动,4272,零跑T03,7.95,9.65,19,36,347,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
福州,纯电动,3275,哪吒U,12.38,18.58,20,33,173,哪吒汽车,合众汽车,12.38-18.58万,12.38-18.58万
福州,纯电动,4731,零跑C11,17.98,23.98,21,32,478,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
福州,纯电动,4538,宝马iX3,39.99,43.99,22,26,274,宝马,华晨宝马,39.99-43.99万,33.48-36.85万
福州,纯电动,5819,蔚来ES7,46.8,54.8,23,25,29,蔚来,蔚来,46.80-54.80万,45.67-53.79万
福州,纯电动,1101,小蚂蚁,7.39,9.4,24,24,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
福州,纯电动,4629,哪吒V,7.99,12.38,25,21,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
福州,纯电动,4074,北京EU5,12.99,17.19,26,21,20,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
福州,纯电动,735,帝豪EV,14.68,16.98,27,19,24,几何汽车,几何汽车,14.68-16.98万,13.68-15.68万
福州,纯电动,5817,几何E,8.68,13.18,28,18,53,几何汽车,几何汽车,8.68-13.18万,8.18-12.68万
福州,纯电动,4224,风光E1,6.78,7.38,29,18,1,东风风光,东风小康,6.78-7.38万,6.78-7.38万
福州,纯电动,3710,科莱威CLEVER,5.9999,5.9999,30,18,77,荣威,上汽集团,5.9999万,6.00万
福州,纯电动,5409,蔚来ET5,32.8,38.6,31,17,29,蔚来,蔚来,32.80-38.60万,32.80-38.60万
福州,纯电动,5106,零跑C01,19.38,28.68,32,17,209,零跑汽车,零跑汽车,19.38-28.68万,18.38-27.68万
福州,纯电动,4380,几何C,12.98,20.78,33,17,126,几何汽车,几何汽车,12.98-20.78万,12.48-20.28万
福州,纯电动,5257,QQ冰淇淋,3.99,5.752,34,16,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
福州,纯电动,5092,红旗E-QM5,12.28,20.78,35,14,24,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
福州,纯电动,5089,合创Z03,13.28,17.88,36,14,61,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
福州,纯电动,5461,小鹏G9,30.99,46.99,37,13,57,小鹏汽车,小鹏汽车,30.99-46.99万,30.99-46.99万
福州,纯电动,5217,大众ID.3,14.9888,18.5288,38,13,211,大众,上汽大众,14.9888-18.5288万,14.99-18.53万
福州,纯电动,4076,比亚迪e3,15.48,15.48,39,13,6,比亚迪,比亚迪,15.48万,14.98万
福州,纯电动,4582,荣威i6 MAX EV,14.68,18.18,40,12,6,荣威,上汽集团,14.68-18.18万,14.68-18.18万
福州,纯电动,3478,蔚来ET7,45.8,53.6,41,12,104,蔚来,蔚来,45.80-53.60万,44.67-52.34万
福州,纯电动,3352,小鹏P7,23.99,28.59,42,12,743,小鹏汽车,小鹏汽车,23.99-28.59万,22.69-26.09万
福州,纯电动,5322,smart精灵#1,19.42,27.9,43,11,47,smart,smart,19.42-27.90万,19.42-27.90万
福州,纯电动,4819,花仙子,6.69,9.09,44,11,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
福州,纯电动,4797,比亚迪e9,23.58,24.18,45,11,7,比亚迪,比亚迪,23.58-24.18万,23.58-24.18万
福州,纯电动,4258,ID.4 X,18.9288,28.6288,46,11,323,大众,上汽大众,18.9288-28.6288万,18.73-28.63万
阜阳,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,233,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
阜阳,纯电动,5859,长安Lumin,4.89,6.39,2,129,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
阜阳,纯电动,1101,小蚂蚁,7.39,9.4,3,102,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
阜阳,纯电动,5008,海豚,10.28,13.08,4,83,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
阜阳,纯电动,5248,元PLUS,13.78,16.58,5,76,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
阜阳,纯电动,3710,科莱威CLEVER,5.9999,5.9999,6,71,77,荣威,上汽集团,5.9999万,6.00万
阜阳,纯电动,4629,哪吒V,7.99,12.38,7,45,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
阜阳,纯电动,4300,汉EV,21.48,32.98,8,34,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
阜阳,纯电动,5257,QQ冰淇淋,3.99,5.752,9,33,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
阜阳,纯电动,4819,花仙子,6.69,9.09,10,28,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
阜阳,纯电动,4635,欧拉好猫,12.99,17.1,11,27,245,欧拉,长城汽车,12.99-17.10万,12.99-17.10万
阜阳,纯电动,4224,风光E1,6.78,7.38,12,22,1,东风风光,东风小康,6.78-7.38万,6.77-7.37万
阜阳,纯电动,4272,零跑T03,7.95,9.65,13,20,347,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
阜阳,纯电动,4814,AION Y,13.76,18.98,14,19,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
阜阳,纯电动,3275,哪吒U,12.38,18.58,15,18,173,哪吒汽车,合众汽车,12.38-18.58万,12.38-18.58万
阜阳,纯电动,5306,长安深蓝SL03,16.89,69.99,16,17,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
阜阳,纯电动,5817,几何E,8.68,13.18,17,16,53,几何汽车,几何汽车,8.68-13.18万,8.18-12.68万
阜阳,纯电动,5579,海豹,20.98,28.68,18,14,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
阜阳,纯电动,5217,大众ID.3,14.9888,18.5288,19,12,211,大众,上汽大众,14.9888-18.5288万,14.99-18.53万
阜阳,纯电动,4076,比亚迪e3,15.48,15.48,20,11,6,比亚迪,比亚迪,15.48万,15.48万
佛山,纯电动,1655,东风风神E70,14.28,15.38,1,736,22,东风风神,东风乘用车,14.28-15.38万,13.88-15.38万
佛山,纯电动,4814,AION Y,13.76,18.98,2,523,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
佛山,纯电动,3101,AION S,13.98,19.16,3,313,202,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
佛山,纯电动,4363,Model Y,29.9988,39.79,4,300,857,特斯拉,特斯拉中国,29.9988-39.79万,28.89-39.79万
佛山,纯电动,5248,元PLUS,13.78,16.58,5,299,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
佛山,纯电动,5015,ZEEKR 001,29.9,38.6,6,240,912,极氪,极氪,29.90-38.60万,29.90-38.60万
佛山,纯电动,3351,启辰D60 EV,14.4775,17.88,7,209,11,启辰,东风日产启辰,14.4775-17.88万,12.45-15.38万
佛山,纯电动,5008,海豚,10.28,13.08,8,182,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
佛山,纯电动,4499,五菱宏光MINIEV,3.28,9.99,9,154,524,五菱汽车,上汽通用五菱,3.28-9.99万,2.98-9.69万
佛山,纯电动,5306,长安深蓝SL03,16.89,69.99,10,128,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
佛山,纯电动,4426,AION V,18.76,26.98,11,126,157,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
佛山,纯电动,5579,海豹,20.98,28.68,12,112,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
佛山,纯电动,4731,零跑C11,17.98,23.98,13,104,478,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
佛山,纯电动,3157,几何A,12.68,20.78,14,95,170,几何汽车,几何汽车,12.68-20.78万,12.18-20.78万
佛山,纯电动,4300,汉EV,21.48,32.98,15,93,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
佛山,纯电动,5819,蔚来ES7,46.8,54.8,16,92,29,蔚来,蔚来,46.80-54.80万,45.67-53.79万
佛山,纯电动,4540,宋PLUS EV,18.08,19.78,17,90,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
佛山,纯电动,5089,合创Z03,13.28,17.88,18,89,61,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
佛山,纯电动,5392,e:NP1 极湃1,17.5,21.8,19,83,5,本田,广汽本田,17.50-21.80万,15.50-19.80万
佛山,纯电动,4293,小海狮 EV,12.88,12.88,20,78,1,SRM鑫源,华晨鑫源新能源,12.88万,12.88万
佛山,纯电动,3275,哪吒U,12.38,18.58,21,75,173,哪吒汽车,合众汽车,12.38-18.58万,12.38-18.58万
佛山,纯电动,5343,问界M5,25.98,33.18,22,70,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
佛山,纯电动,5461,小鹏G9,30.99,46.99,23,63,57,小鹏汽车,小鹏汽车,30.99-46.99万,30.99-46.99万
佛山,纯电动,4629,哪吒V,7.99,12.38,24,59,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
佛山,纯电动,3762,Model 3,27.6988,34.99,25,58,673,特斯拉,特斯拉中国,27.6988-34.99万,26.59-34.99万
佛山,纯电动,4272,零跑T03,7.95,9.65,26,55,347,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
佛山,纯电动,3478,蔚来ET7,45.8,53.6,27,54,104,蔚来,蔚来,45.80-53.60万,44.67-52.34万
佛山,纯电动,4538,宝马iX3,39.99,43.99,28,53,274,宝马,华晨宝马,39.99-43.99万,33.29-37.68万
佛山,纯电动,5409,蔚来ET5,32.8,38.6,29,46,29,蔚来,蔚来,32.80-38.60万,32.80-38.60万
佛山,纯电动,4320,五菱荣光EV,13.58,13.91,30,44,7,五菱汽车,上汽通用五菱,13.58-13.91万,11.48-11.78万
佛山,纯电动,5859,长安Lumin,4.89,6.39,31,39,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
佛山,纯电动,5106,零跑C01,19.38,28.68,32,34,209,零跑汽车,零跑汽车,19.38-28.68万,19.38-28.68万
佛山,纯电动,5004,小鹏P5,17.99,22.59,33,33,316,小鹏汽车,小鹏汽车,17.99-22.59万,16.09-20.69万
佛山,纯电动,4224,风光E1,6.78,7.38,34,30,1,东风风光,东风小康,6.78-7.38万,5.58-6.18万
佛山,纯电动,1820,秦EV,12.99,16.98,35,30,34,比亚迪,比亚迪,12.99-16.98万,12.99-16.98万
佛山,纯电动,5322,smart精灵#1,19.42,27.9,36,28,47,smart,smart,19.42-27.90万,19.42-27.90万
佛山,纯电动,2843,蔚来ES6,38.6,55.4,37,27,515,蔚来,蔚来,38.60-55.40万,37.47-54.14万
佛山,纯电动,3352,小鹏P7,23.99,28.59,38,25,743,小鹏汽车,小鹏汽车,23.99-28.59万,22.69-26.09万
佛山,纯电动,1810,风行S50 EV,13.19,15.99,39,25,17,东风风行,东风风行,13.19-15.99万,12.50-14.00万
佛山,纯电动,5817,几何E,8.68,13.18,40,23,53,几何汽车,几何汽车,8.68-13.18万,8.18-13.18万
佛山,纯电动,4586,ID.4 CROZZ,18.73,28.73,41,23,375,大众,一汽-大众,18.73-28.73万,18.73-28.73万
佛山,纯电动,735,帝豪EV,14.68,16.98,42,21,24,几何汽车,几何汽车,14.68-16.98万,13.68-15.58万
佛山,纯电动,4585,东风本田M-NV,14.98,15.98,43,20,19,思铭,东风本田,14.98-15.98万,12.98-13.98万
佛山,纯电动,3077,唐EV,27.98,33.98,44,20,123,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
佛山,纯电动,4582,荣威i6 MAX EV,14.68,18.18,45,19,6,荣威,上汽集团,14.68-18.18万,14.68-18.18万
佛山,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,46,19,13,奥迪,一汽-大众奥迪,29.99-37.71万,29.99-37.71万
佛山,纯电动,4380,几何C,12.98,20.78,47,17,126,几何汽车,几何汽车,12.98-20.78万,12.48-19.98万
佛山,纯电动,4074,北京EU5,12.99,17.19,48,17,20,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
佛山,纯电动,2819,小鹏G3,16.89,20.19,49,17,188,小鹏汽车,小鹏汽车,16.89-20.19万,14.99-18.19万
佛山,纯电动,4678,恒驰5,17.9,17.9,50,16,7,恒驰,恒驰,17.90万,17.90万
佛山,纯电动,3710,科莱威CLEVER,5.9999,5.9999,51,16,77,荣威,上汽集团,5.9999万,6.00万
佛山,纯电动,4819,花仙子,6.69,9.09,52,14,44,思皓,江汽集团,6.69-9.09万,6.69-9.09万
佛山,纯电动,4258,ID.4 X,18.9288,28.6288,53,14,323,大众,上汽大众,18.9288-28.6288万,18.93-28.63万
佛山,纯电动,5416,梦想家 EV,36.99,68.99,54,13,29,岚图,岚图汽车,36.99-68.99万,36.99-68.99万
佛山,纯电动,5257,QQ冰淇淋,3.99,5.752,55,13,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
佛山,纯电动,5217,大众ID.3,14.9888,18.5288,56,13,211,大众,上汽大众,14.9888-18.5288万,14.99-18.53万
佛山,纯电动,5053,欧拉闪电猫,18.98,26.98,57,12,60,欧拉,长城汽车,18.98-26.98万,18.98-26.98万
佛山,纯电动,3359,微蓝6,17.79,19.69,58,12,86,别克,上汽通用别克,17.79-19.69万,13.38-16.24万
佛山,纯电动,4961,ID.6 CROZZ,25.23,33.69,59,11,212,大众,一汽-大众,25.23-33.69万,24.73-33.69万
佛山,纯电动,475,东风小康EC36,12.98,12.98,60,11,3,东风小康,东风小康,12.98万,9.38万
抚州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,104,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.23-9.94万
抚州,纯电动,5248,元PLUS,13.78,16.58,2,23,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
抚州,纯电动,5257,QQ冰淇淋,3.99,5.752,3,20,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
抚州,纯电动,735,帝豪EV,14.68,16.98,4,19,24,几何汽车,几何汽车,14.68-16.98万,14.68-15.96万
抚州,纯电动,5859,长安Lumin,4.89,6.39,5,17,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
抚州,纯电动,5817,几何E,8.68,13.18,6,17,53,几何汽车,几何汽车,8.68-13.18万,8.18-13.18万
抚州,纯电动,5008,海豚,10.28,13.08,7,17,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
抚州,纯电动,4300,汉EV,21.48,32.98,8,16,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
抚州,纯电动,5015,ZEEKR 001,29.9,38.6,9,13,912,极氪,极氪,29.90-38.60万,29.90-38.60万
抚州,纯电动,5579,海豹,20.98,28.68,10,11,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
抚州,纯电动,4629,哪吒V,7.99,12.38,11,11,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
防城港,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,89,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
防城港,纯电动,5859,长安Lumin,4.89,6.39,2,31,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
防城港,纯电动,5257,QQ冰淇淋,3.99,5.752,3,22,56,奇瑞新能源,奇瑞新能源,3.99-5.752万,3.99-5.75万
抚顺,纯电动,5008,海豚,10.28,13.08,1,14,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
阜新,纯电动,4499,五菱宏光MINIEV,3.28,9.99,1,40,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
广州,纯电动,4814,AION Y,13.76,18.98,1,1398,374,埃安,广汽埃安新能源,13.76-18.98万,13.76-18.98万
广州,纯电动,3101,AION S,13.98,19.16,2,1252,202,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
广州,纯电动,4363,Model Y,29.9988,39.79,3,1042,857,特斯拉,特斯拉中国,29.9988-39.79万,28.89-39.79万
广州,纯电动,1655,东风风神E70,14.28,15.38,4,461,22,东风风神,东风乘用车,14.28-15.38万,13.88-15.38万
广州,纯电动,5092,红旗E-QM5,12.28,20.78,5,435,24,红旗,一汽红旗,12.28-20.78万,12.28-20.78万
广州,纯电动,5248,元PLUS,13.78,16.58,6,322,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
广州,纯电动,4629,哪吒V,7.99,12.38,7,277,226,哪吒汽车,合众汽车,7.99-12.38万,7.99-12.38万
广州,纯电动,4861,奔腾NAT,14.78,16.48,8,260,4,奔腾,一汽奔腾,14.78-16.48万,12.78-14.48万
广州,纯电动,5015,ZEEKR 001,29.9,38.6,9,255,912,极氪,极氪,29.90-38.60万,29.90-38.60万
广州,纯电动,4426,AION V,18.76,26.98,10,248,157,埃安,广汽埃安新能源,18.76-26.98万,18.76-26.98万
广州,纯电动,5004,小鹏P5,17.99,22.59,11,245,316,小鹏汽车,小鹏汽车,17.99-22.59万,16.09-20.69万
广州,纯电动,5461,小鹏G9,30.99,46.99,12,243,57,小鹏汽车,小鹏汽车,30.99-46.99万,30.99-46.99万
广州,纯电动,3351,启辰D60 EV,14.4775,17.88,13,236,11,启辰,东风日产启辰,14.4775-17.88万,11.45-13.27万
广州,纯电动,5343,问界M5,25.98,33.18,14,227,398,AITO,赛力斯汽车,25.98-33.18万,25.98-33.18万
广州,纯电动,4320,五菱荣光EV,13.58,13.91,15,214,7,五菱汽车,上汽通用五菱,13.58-13.91万,10.48-10.81万
广州,纯电动,3352,小鹏P7,23.99,28.59,16,210,743,小鹏汽车,小鹏汽车,23.99-28.59万,22.69-26.09万
广州,纯电动,4499,五菱宏光MINIEV,3.28,9.99,17,209,524,五菱汽车,上汽通用五菱,3.28-9.99万,3.28-9.99万
广州,纯电动,5089,合创Z03,13.28,17.88,18,180,61,合创汽车,合创汽车,13.28-17.88万,13.28-17.88万
广州,纯电动,5306,长安深蓝SL03,16.89,69.99,19,165,408,长安深蓝,长安汽车,16.89-69.99万,16.89-69.99万
广州,纯电动,4300,汉EV,21.48,32.98,20,161,1132,比亚迪,比亚迪,21.48-32.98万,21.48-32.98万
广州,纯电动,3762,Model 3,27.6988,34.99,21,160,673,特斯拉,特斯拉中国,27.6988-34.99万,26.59-34.99万
广州,纯电动,5579,海豹,20.98,28.68,22,154,160,比亚迪,比亚迪,20.98-28.68万,20.98-28.68万
广州,纯电动,5008,海豚,10.28,13.08,23,149,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
广州,纯电动,2819,小鹏G3,16.89,20.19,24,135,188,小鹏汽车,小鹏汽车,16.89-20.19万,14.99-18.19万
广州,纯电动,5819,蔚来ES7,46.8,54.8,25,132,29,蔚来,蔚来,46.80-54.80万,45.67-53.79万
广州,纯电动,4074,北京EU5,12.99,17.19,26,108,20,北京汽车,北京汽车,12.99-17.19万,12.99-17.19万
广州,纯电动,3275,哪吒U,12.38,18.58,27,108,173,哪吒汽车,合众汽车,12.38-18.58万,12.38-18.58万
广州,纯电动,5409,蔚来ET5,32.8,38.6,28,85,29,蔚来,蔚来,32.80-38.60万,32.80-38.60万
广州,纯电动,3157,几何A,12.68,20.78,29,85,170,几何汽车,几何汽车,12.68-20.78万,12.18-20.78万
广州,纯电动,3478,蔚来ET7,45.8,53.6,30,84,104,蔚来,蔚来,45.80-53.60万,44.67-52.34万
广州,纯电动,4538,宝马iX3,39.99,43.99,31,81,274,宝马,华晨宝马,39.99-43.99万,32.79-36.09万
广州,纯电动,735,帝豪EV,14.68,16.98,32,77,24,几何汽车,几何汽车,14.68-16.98万,11.68-15.68万
广州,纯电动,5392,e:NP1 极湃1,17.5,21.8,33,75,5,本田,广汽本田,17.50-21.80万,15.50-19.80万
广州,纯电动,4731,零跑C11,17.98,23.98,34,75,478,零跑汽车,零跑汽车,17.98-23.98万,17.98-23.98万
广州,纯电动,4540,宋PLUS EV,18.08,19.78,35,61,264,比亚迪,比亚迪,18.08-19.78万,18.08-19.78万
广州,纯电动,3398,威马W6,19.58,25.98,36,57,182,威马汽车,威马汽车,19.58-25.98万,19.58-25.98万
广州,纯电动,5106,零跑C01,19.38,28.68,37,54,209,零跑汽车,零跑汽车,19.38-28.68万,19.38-28.68万
广州,纯电动,5151,枫叶60s,7.98,14.98,38,53,6,睿蓝汽车,睿蓝汽车,7.98-14.98万,7.98-8.98万
广州,纯电动,4293,小海狮 EV,12.88,12.88,39,48,1,SRM鑫源,华晨鑫源新能源,12.88万,12.88万
广州,纯电动,475,东风小康EC36,12.98,12.98,40,46,3,东风小康,东风小康,12.98万,12.98万
广州,纯电动,5322,smart精灵#1,19.42,27.9,41,44,47,smart,smart,19.42-27.90万,19.42-27.90万
广州,纯电动,4272,零跑T03,7.95,9.65,42,44,347,零跑汽车,零跑汽车,7.95-9.65万,7.95-9.65万
广州,纯电动,1616,蔚来ES8,49.6,65.6,43,42,223,蔚来,蔚来,49.60-65.60万,48.47-64.34万
广州,纯电动,3077,唐EV,27.98,33.98,44,40,123,比亚迪,比亚迪,27.98-33.98万,27.98-33.98万
广州,纯电动,5859,长安Lumin,4.89,6.39,45,38,68,长安,长安汽车,4.89-6.39万,4.89-6.39万
广州,纯电动,5580,富康ES600,15.38,16.38,46,36,3,东风富康,神龙汽车,15.38-16.38万,15.38-16.38万
广州,纯电动,4585,东风本田M-NV,14.98,15.98,47,36,19,思铭,东风本田,14.98-15.98万,12.48-13.48万
广州,纯电动,2843,蔚来ES6,38.6,55.4,48,36,515,蔚来,蔚来,38.60-55.40万,37.47-54.14万
广州,纯电动,5895,ARIYA 艾睿雅,27.28,34.28,49,30,44,日产,东风日产,27.28-34.28万,25.28-29.78万
广州,纯电动,5358,LYRIQ锐歌,43.97,47.97,50,28,16,凯迪拉克,上汽通用凯迪拉克,43.97-47.97万,43.96-47.96万
广州,纯电动,5053,欧拉闪电猫,18.98,26.98,51,27,60,欧拉,长城汽车,18.98-26.98万,18.98-26.98万
广州,纯电动,5093,宝骏KiWi EV,7.78,10.28,52,26,109,宝骏,上汽通用五菱,7.78-10.28万,7.78-10.28万
广州,纯电动,5293,YOUNG光小新,0,0,53,25,6,电动屋,电动屋,暂无报价,
广州,纯电动,4635,欧拉好猫,12.99,17.1,54,23,245,欧拉,长城汽车,12.99-17.10万,11.79-15.90万
广州,纯电动,4586,ID.4 CROZZ,18.73,28.73,55,23,375,大众,一汽-大众,18.73-28.73万,18.33-28.33万
广州,纯电动,4380,几何C,12.98,20.78,56,23,126,几何汽车,几何汽车,12.98-20.78万,12.48-19.98万
广州,纯电动,5817,几何E,8.68,13.18,57,22,53,几何汽车,几何汽车,8.68-13.18万,7.98-12.68万
广州,纯电动,5063,上汽大通MAXUS MIFA 9,27.99,41.99,58,22,11,上汽大通MAXUS,上汽大通,27.99-41.99万,27.99-41.99万
广州,纯电动,5217,大众ID.3,14.9888,18.5288,59,21,211,大众,上汽大众,14.9888-18.5288万,14.98-18.52万
广州,纯电动,3503,AION LX,28.66,46.96,60,21,59,埃安,广汽埃安新能源,28.66-46.96万,28.66-46.96万
广州,纯电动,1101,小蚂蚁,7.39,9.4,61,21,200,奇瑞新能源,奇瑞新能源,7.39-9.40万,7.39-9.40万
广州,纯电动,5818,荣威iMAX8 EV,25.98,35.98,62,20,6,荣威,上汽集团,25.98-35.98万,25.98-35.98万
广州,纯电动,4334,奥迪Q4 e-tron,29.99,37.71,63,20,13,奥迪,一汽-大众奥迪,29.99-37.71万,29.99-37.71万
广州,纯电动,5416,梦想家 EV,36.99,68.99,64,18,29,岚图,岚图汽车,36.99-68.99万,36.99-68.99万
广州,纯电动,4797,比亚迪e9,23.58,24.18,65,18,7,比亚迪,比亚迪,23.58-24.18万,23.58-24.18万
广州,纯电动,5860,一汽丰田bZ4X,19.98,28.48,66,16,5,丰田,一汽丰田,19.98-28.48万,19.98-28.48万
广州,纯电动,3359,微蓝6,17.79,19.69,67,16,86,别克,上汽通用别克,17.79-19.69万,14.03-16.89万
广州,纯电动,4224,风光E1,6.78,7.38,68,15,1,东风风光,东风小康,6.78-7.38万,6.68-7.28万
广州,纯电动,5570,广汽丰田bZ4X,19.98,28.78,69,12,11,丰田,广汽丰田,19.98-28.78万,19.98-28.78万
广州,纯电动,4678,恒驰5,17.9,17.9,70,12,7,恒驰,恒驰,17.90万,17.90万
广州,纯电动,4668,奔驰EQS,84.5,131.4,71,12,41,奔驰,梅赛德斯-EQ,84.50-131.40万,67.50-114.40万
广州,纯电动,4760,岚图FREE,31.36,41.99,72,11,383,岚图,岚图汽车,31.36-41.99万,31.36-41.99万
广州,纯电动,4258,ID.4 X,18.9288,28.6288,73,11,323,大众,上汽大众,18.9288-28.6288万,18.92-28.62万
贵阳,纯电动,4363,Model Y,29.9988,39.79,1,396,857,特斯拉,特斯拉中国,29.9988-39.79万,28.89-39.79万
贵阳,纯电动,3101,AION S,13.98,19.16,2,160,202,埃安,广汽埃安新能源,13.98-19.16万,13.98-19.16万
贵阳,纯电动,5248,元PLUS,13.78,16.58,3,142,417,比亚迪,比亚迪,13.78-16.58万,13.78-16.58万
贵阳,纯电动,5008,海豚,10.28,13.08,4,134,400,比亚迪,比亚迪,10.28-13.08万,10.28-13.08万
