carid,类型,page,车系,年款,车型,标题,上牌年限,公里数（万公里）,二手车售价,新车售价,详情页url,车源地,上牌时间,过户次数,上牌地,车身颜色,内饰颜色,车商名称,在售车源数,车商地址,dt
7474666,纯电20w下,104,海豚 ,2021款, 自由版,海豚 2021款 自由版,8个月,1.50万公里,10.98万,11.28万,https://www.dongchedi.com/usedcar/7474666,东莞,2022年05月上牌,1次,东莞,银灰色,深色,东边精品车,在售车源23辆,东莞市寮步镇莞壹二手车市场c6-c18,2023/01/05
9222606,纯电20w下,104,御风EM26 ,2021款, 后驱 2座 纯电动 原厂定制版,御风EM26 2021款 后驱 2座 纯电动 原厂定制版,1年9个月,3.30万公里,7.18万,暂报价,https://www.dongchedi.com/usedcar/9222606,佛山,2021年04月上牌,0次,佛山,白色,浅色,佛山迈腾车行,在售车源10辆,佛山市南海区桂城街道海八路壹邦二手车城C1,2023/01/05
9217513,纯电20w下,104,零跑T03 ,2020款, 400 轻享版,零跑T03 2020款 400 轻享版,2年,4.29万公里,6.08万,5.98万,https://www.dongchedi.com/usedcar/9217513,杭州,2021年01月上牌,1次,杭州,白色,浅色,淘车,在售车源125辆,杭州市拱墅区广业街122号,2023/01/05
9028368,纯电20w下,104,五菱宏光MINIEV ,2020款, 悦享款 磷酸铁锂,五菱宏光MINIEV 2020款 悦享款 磷酸铁锂,1年10个月,2.30万公里,4.58万,3.88万,https://www.dongchedi.com/usedcar/9028368,上海,2021年03月上牌,0次,上海,白色,深色,上海甄选二手车,在售车源57辆,上海市闵行区顾戴路2568号2号楼一楼 甄车坊,2023/01/05
9023012,纯电20w下,104,御风EM26 ,2021款, 后驱 2座 纯电动 原厂定制版,御风EM26 2021款 后驱 2座 纯电动 原厂定制版,2个月,0.10万公里,8.80万,暂报价,https://www.dongchedi.com/usedcar/9023012,厦门,2022年10月上牌,1次,厦门,白色,深色,米车网（杏前路店）,在售车源21辆,厦门市集美区杏林北路88号106-107,2023/01/05
8962326,纯电20w下,104,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,9个月,1.12万公里,11.48万,11.78万,https://www.dongchedi.com/usedcar/8962326,郑州,2022年04月上牌,0次,郑州,深灰色,浅色,郑州淘淘悦汽车,在售车源207辆,郑州市金水区天伦路12号,2023/01/05
8892181,纯电20w下,104,欧拉好猫 ,2022款, 400km标准续航 豪华型 磷酸铁锂,欧拉好猫 2022款 400km标准续航 豪华型 磷酸铁锂,5个月,0.01万公里,12.99万,12.79万,https://www.dongchedi.com/usedcar/8892181,厦门,2022年07月上牌,0次,厦门,蓝色,深色,厦门迈思卡名车,在售车源6辆,厦门市集美区锦珩路2号厦门二手车交易市场三楼A区,2023/01/05
8691975,纯电20w下,104,QQ冰淇淋 ,2022款, 甜筒,QQ冰淇淋 2022款 甜筒,10个月,0.38万公里,4.28万,4.39万,https://www.dongchedi.com/usedcar/8691975,菏泽,2022年03月上牌,0次,菏泽,绿色,浅色,淘车二手车菏泽店,在售车源74辆,菏泽市牡丹区黄河路南京路交叉口,2023/01/05
8387283,纯电20w下,104,欧拉好猫 ,2021款, 400km标准续航 雅典娜版 磷酸铁锂电池,欧拉好猫 2021款 400km标准续航 雅典娜版 磷酸铁锂电池,10个月,1.40万公里,11.58万,12.39万,https://www.dongchedi.com/usedcar/8387283,厦门,2022年03月上牌,0次,厦门,其他,浅色,上车网4号,在售车源21辆,厦门市集美区壹车严选二手车直播卖场,2023/01/05
8182080,纯电20w下,104,欧拉白猫 ,2022款, 小野猫版 401km 旗舰型 三元锂,欧拉白猫 2022款 小野猫版 401km 旗舰型 三元锂,1年4个月,1.30万公里,9.68万,10.38万,https://www.dongchedi.com/usedcar/8182080,洛阳,2021年09月上牌,1次,洛阳,绿色,深色,创世纪精品二手车,在售车源11辆,河南省洛阳市洛龙区众德汇汽车公园,2023/01/05
7920585,纯电20w下,104,海豚 ,2021款, 405KM 基本型,海豚 2021款 405KM 基本型,5个月,0.02万公里,11.98万,暂报价,https://www.dongchedi.com/usedcar/7920585,福州,2022年08月上牌,0次,福州,紫色,浅色,岳惠二手车,在售车源5辆,福州市仓山区则徐大道葫芦阵216号2号楼201,2023/01/05
7076657,纯电20w下,104,零跑T03 ,2022款, 改款 星钻版,零跑T03 2022款 改款 星钻版,10个月,0.50万公里,7.28万,8.99万,https://www.dongchedi.com/usedcar/7076657,金华,2022年03月上牌,0次,金华,其他,浅色,义乌强宇名车,在售车源13辆,义乌市北苑街道二手车交易市场D馆2-1,2023/01/05
7027705,纯电20w下,104,秦PLUS EV ,2021款, 400KM 豪华型,秦PLUS EV 2021款 400KM 豪华型,1年4个月,3.40万公里,12.38万,14.18万,https://www.dongchedi.com/usedcar/7027705,台州,2021年09月上牌,1次,台州,白色,深色,台州隆富二手车,在售车源12辆,浙江省台州市椒江区德逸二手车市场C区18号,2023/01/05
8941903,纯电20w下,104,零跑T03 ,2020款, 400 标准版,零跑T03 2020款 400 标准版,2年,0.80万公里,6.98万,6.58万,https://www.dongchedi.com/usedcar/8941903,上海,2020年12月上牌,0次,上海,黑色,深色,上海佳悦二手车,在售车源16辆,上海市康桥东路1号,2023/01/05
8791598,纯电20w下,104,五菱宏光MINIEV ,2021款, 马卡龙时尚款 磷酸铁锂,五菱宏光MINIEV 2021款 马卡龙时尚款 磷酸铁锂,1年3个月,0.40万公里,3.68万,3.76万,https://www.dongchedi.com/usedcar/8791598,潍坊,2021年09月上牌,0次,潍坊,其他,浅色,潍坊安丘浩硕精品车,在售车源30辆,潍坊市安丘市兴安街道永安路466号,2023/01/05
8730354,纯电20w下,104,哪吒V ,2021款, 长续航娱乐版升级型,哪吒V 2021款 长续航娱乐版升级型,1年9个月,2.98万公里,6.79万,7.59万,https://www.dongchedi.com/usedcar/8730354,合肥,2021年04月上牌,1次,合肥,白色,深色,合肥军一名车,在售车源19辆,安徽省合肥市蜀山区长江西路金徽阳光大厦101-16商,2023/01/05
8688800,纯电20w下,104,五菱宏光MINIEV ,2021款, 马卡龙时尚款 三元锂,五菱宏光MINIEV 2021款 马卡龙时尚款 三元锂,1年6个月,0.60万公里,3.68万,3.76万,https://www.dongchedi.com/usedcar/8688800,石家庄,2021年07月上牌,0次,石家庄,绿色,浅色,石家庄知一而行二手车,在售车源4辆,河北省石家庄市新华区西三庄街24号二手车交易市场2厅2-10号,2023/01/05
8661059,纯电20w下,104,五菱宏光MINIEV ,2021款, 马卡龙臻享款 三元锂,五菱宏光MINIEV 2021款 马卡龙臻享款 三元锂,1年4个月,1.57万公里,4.08万,4.36万,https://www.dongchedi.com/usedcar/8661059,东莞,2021年08月上牌,0次,东莞,其他,浅色,粤腾二手车,在售车源24辆,东莞市虎门镇太安路384号,2023/01/05
8485902,纯电20w下,104,广汽丰田iA5 ,2019款, 领先版,广汽丰田iA5 2019款 领先版,2年9个月,15.50万公里,11.00万,16.98万,https://www.dongchedi.com/usedcar/8485902,厦门,2020年04月上牌,0次,厦门,白色,深色,厦门车迹海西店,在售车源7辆,厦门集美区海西名车4楼,2023/01/05
8474495,纯电20w下,104,几何E ,2022款, 320KM 乖巧虎,几何E 2022款 320KM 乖巧虎,5个月,0.01万公里,8.48万,8.68万,https://www.dongchedi.com/usedcar/8474495,唐山,2022年08月上牌,0次,唐山,白色,深色,唐山恩佐新能源汽车,在售车源12辆,唐山市路北区韩城镇后城河村东唐通公路北一排2楼202号,2023/01/05
7898382,纯电20w下,104,AION S ,2021款, Plus 80 科技版,AION S 2021款 Plus 80 科技版,4个月,0.01万公里,17.60万,17.26万,https://www.dongchedi.com/usedcar/7898382,漳州,2022年09月上牌,0次,漳州,白色,深色,闽创联诚二手车,在售车源676辆,福建省漳州市龙文区龙文北路102号,2023/01/05
7690547,纯电20w下,104,欧拉黑猫 ,2019款, 351km 灵智版,欧拉黑猫 2019款 351km 灵智版,3年5个月,5.40万公里,6.88万,7.68万,https://www.dongchedi.com/usedcar/7690547,上海,2019年08月上牌,0次,上海,白色,深色,上海艳羊新能源,在售车源28辆,上海市嘉定区江桥镇金耀南路80号,2023/01/05
8893162,纯电20w下,104,五菱宏光MINIEV ,2022款, 悦享款 磷酸铁锂,五菱宏光MINIEV 2022款 悦享款 磷酸铁锂,5个月,0.70万公里,4.58万,4.48万,https://www.dongchedi.com/usedcar/8893162,沈阳,2022年07月上牌,0次,沈阳,其他,深色,沈阳金沃和二手车,在售车源5辆,辽宁省沈阳市于洪区沈大路150号（4门）,2023/01/05
8776126,纯电20w下,104,欧拉好猫 ,2021款, 400km标准续航 维纳斯版 磷酸铁锂电池,欧拉好猫 2021款 400km标准续航 维纳斯版 磷酸铁锂电池,1年2个月,1.10万公里,11.17万,11.39万,https://www.dongchedi.com/usedcar/8776126,三亚,2021年11月上牌,1次,三亚,蓝色,浅色,星淘车房,在售车源12辆,海南省三亚市吉阳区迎宾路未名湖小区1号商业1层111房,2023/01/05
8753067,纯电20w下,104,宝骏E300 ,2020款, Plus 星际智行版,宝骏E300 2020款 Plus 星际智行版,1年9个月,2万公里,5.98万,6.98万,https://www.dongchedi.com/usedcar/8753067,南宁,2021年03月上牌,0次,南宁,红色,浅色,南宁市东鸿好车,在售车源25辆,南宁市江南区南站大道3-1号东盟二手车市场C2-329号东鸿好车,2023/01/05
8738704,纯电20w下,105,AION S ,2020款, 炫 580,AION S 2020款 炫 580,1年9个月,2万公里,11.98万,13.98万,https://www.dongchedi.com/usedcar/8738704,福州,2021年04月上牌,0次,福州,香槟色,深色,大麦车新能源,在售车源14辆,福州市仓山区盖山镇高仕路1号传祺4S店3楼(大麦车新能源),2023/01/05
8666609,纯电20w下,105,小鹏G3 ,2021款, 460c 悦享版,小鹏G3 2021款 460c 悦享版,1年6个月,3.90万公里,12.20万,14.98万,https://www.dongchedi.com/usedcar/8666609,上海,2021年06月上牌,0次,上海,白色,深色,上海创尊新能源,在售车源9辆,上海市嘉定区曹安公路3807号,2023/01/05
8284485,纯电20w下,105,五菱宏光MINIEV ,2022款, 马卡龙臻享款 磷酸铁锂,五菱宏光MINIEV 2022款 马卡龙臻享款 磷酸铁锂,5个月,0.30万公里,4.88万,4.98万,https://www.dongchedi.com/usedcar/8284485,漳州,2022年08月上牌,0次,漳州,绿色,深色,闽创联诚二手车,在售车源676辆,福建省漳州市龙文区龙文北路102号,2023/01/05
7473935,纯电20w下,105,AION Y ,2022款, 70 乐享版 磷酸铁锂,AION Y 2022款 70 乐享版 磷酸铁锂,9个月,2.07万公里,11.79万,13.76万,https://www.dongchedi.com/usedcar/7473935,佛山,2022年04月上牌,0次,佛山,银灰色,深色,佛山信言名车,在售车源8辆,佛山市南海区大沥镇谢边东西大道宝发市场3期信言名车,2023/01/05
6849180,纯电20w下,105,欧拉黑猫 ,2019款, 310km 灵趣版,欧拉黑猫 2019款 310km 灵趣版,3年7个月,4.50万公里,6.00万,6.68万,https://www.dongchedi.com/usedcar/6849180,唐山,2019年06月上牌,0次,唐山,白色,深色,唐山兴瑭二手车,在售车源307辆,唐山市开平区开越路900号,2023/01/05
6849150,纯电20w下,105,欧拉黑猫 ,2019款, 310km 灵趣版,欧拉黑猫 2019款 310km 灵趣版,3年1个月,3.80万公里,6.00万,6.68万,https://www.dongchedi.com/usedcar/6849150,唐山,2019年12月上牌,0次,唐山,蓝色,深色,唐山兴瑭二手车,在售车源307辆,唐山市开平区开越路900号,2023/01/05
6674464,纯电20w下,105,瑞驰EC35 ,2021款, EC35 III 长续航版 41.86kWh,瑞驰EC35 2021款 EC35 III 长续航版 41.86kWh,未上牌,0.01万公里,8.88万,13.68万,https://www.dongchedi.com/usedcar/6674464,广州,未上牌,0次,--,白色,浅色,广州笑容汽车,在售车源10辆,广州市海珠区南洲路南洲二手车市场笑容汽车,2023/01/05
6463355,纯电20w下,105,欧拉黑猫 ,2019款, 351km 灵睿版,欧拉黑猫 2019款 351km 灵睿版,3年5个月,3.70万公里,6.98万,7.78万,https://www.dongchedi.com/usedcar/6463355,唐山,2019年08月上牌,1次,唐山,蓝色,深色,小鹏说车新能源汽车,在售车源5辆,唐山市开平区开越路（奥迪4S店北100米）北汽新能源唐山嘉普店,2023/01/05
9073414,纯电20w下,105,欧拉好猫 ,2021款, 400km标准续航 维纳斯版 三元锂电池,欧拉好猫 2021款 400km标准续航 维纳斯版 三元锂电池,7个月,0.20万公里,11.68万,11.39万,https://www.dongchedi.com/usedcar/9073414,重庆,2022年06月上牌,1次,重庆,白色,浅色,上越名车,在售车源117辆,重庆汽博中心文化广场B座1-1 1-2,2023/01/05
9072827,纯电20w下,105,小蚂蚁 ,2021款, 20万蚁粉款 才气版 三元锂 301km,小蚂蚁 2021款 20万蚁粉款 才气版 三元锂 301km,1年4个月,2万公里,6.38万,6.49万,https://www.dongchedi.com/usedcar/9072827,杭州,2021年09月上牌,0次,杭州,白色,深色,杭州迎瑞新能源,在售车源28辆,杭州市拱墅区汽车城B馆2楼1号,2023/01/05
8967837,纯电20w下,105,零跑C11 ,2021款, 豪华版 三元锂电池,零跑C11 2021款 豪华版 三元锂电池,3个月,0.05万公里,16.38万,15.98万,https://www.dongchedi.com/usedcar/8967837,重庆,2022年09月上牌,0次,重庆,蓝色,深色,重庆车之宝汽车,在售车源88辆,重庆市巴南区渝南大道二手车市场名车广场车之宝展厅,2023/01/05
8655952,纯电20w下,105,欧拉好猫 ,2021款, 400km标准续航 雅典娜版 三元锂电池,欧拉好猫 2021款 400km标准续航 雅典娜版 三元锂电池,1年,1.10万公里,11.68万,12.39万,https://www.dongchedi.com/usedcar/8655952,邯郸,2021年12月上牌,0次,邯郸,绿色,深色,邯郸如新名车,在售车源18辆,邯郸市丛台区人和街11号天鸿广场西门对面,2023/01/05
8320083,纯电20w下,105,五菱宏光MINIEV ,2022款, 马卡龙臻享款 磷酸铁锂,五菱宏光MINIEV 2022款 马卡龙臻享款 磷酸铁锂,5个月,0.04万公里,4.89万,4.98万,https://www.dongchedi.com/usedcar/8320083,东莞,2022年08月上牌,1次,东莞,其他,浅色,东莞鸿森新能源,在售车源6辆,东莞市大朗镇莞樟路大朗段63号,2023/01/05
8305253,纯电20w下,105,五菱宏光MINIEV ,2022款, 马卡龙臻享款 磷酸铁锂,五菱宏光MINIEV 2022款 马卡龙臻享款 磷酸铁锂,5个月,0.03万公里,4.89万,4.98万,https://www.dongchedi.com/usedcar/8305253,东莞,2022年08月上牌,1次,东莞,蓝色,浅色,东莞鸿森新能源,在售车源6辆,东莞市大朗镇莞樟路大朗段63号,2023/01/05
7549808,纯电20w下,105,欧拉好猫 ,2021款, 400km标准续航 雅典娜版 磷酸铁锂电池,欧拉好猫 2021款 400km标准续航 雅典娜版 磷酸铁锂电池,11个月,0.40万公里,12.68万,12.39万,https://www.dongchedi.com/usedcar/7549808,重庆,2022年01月上牌,0次,重庆,绿色,浅色,重庆闪购新能源,在售车源58辆,重庆市巴南区龙洲大道与民主新街交叉口东北方向112米,2023/01/05
8894492,纯电20w下,105,哪吒V ,2021款, 长续航娱乐版,哪吒V 2021款 长续航娱乐版,1年5个月,1.90万公里,6.90万,6.99万,https://www.dongchedi.com/usedcar/8894492,杭州,2021年08月上牌,0次,杭州,蓝色,深色,杭州迎瑞新能源,在售车源28辆,杭州市拱墅区汽车城B馆2楼1号,2023/01/05
8878964,纯电20w下,105,合创Z03 ,2022款, 510 潮享版,合创Z03 2022款 510 潮享版,未上牌,0.01万公里,13.98万,14.18万,https://www.dongchedi.com/usedcar/8878964,东莞,未上牌,0次,--,白色,深色,名博汽车广场,在售车源34辆,广东省东莞市厚街镇莞太路陈屋路段8号名博汽车广场,2023/01/05
8791847,纯电20w下,105,秦PLUS EV ,2021款, 400KM 豪华型,秦PLUS EV 2021款 400KM 豪华型,2个月,0.01万公里,13.68万,14.18万,https://www.dongchedi.com/usedcar/8791847,黔西南,2022年11月上牌,0次,黔西南,银灰色,深色,兴义龙运精品二手车,在售车源13辆,贵州省黔西南州兴义市桔山街道浙兴商贸城九号地块二手车交易市场三号楼A段3-1-6,2023/01/05
8765386,纯电20w下,105,海豚 ,2021款, 骑士版,海豚 2021款 骑士版,2个月,0.02万公里,12.88万,13.08万,https://www.dongchedi.com/usedcar/8765386,南通,2022年11月上牌,1次,南通,其他,浅色,车易购新能源,在售车源20辆,南通市永兴街道长江北路69号2幢,2023/01/05
8742960,纯电20w下,105,秦PLUS EV ,2021款, 500KM 尊贵型,秦PLUS EV 2021款 500KM 尊贵型,1年6个月,2.70万公里,13.68万,16.18万,https://www.dongchedi.com/usedcar/8742960,台州,2021年06月上牌,0次,台州,白色,浅色,金三角车业,在售车源20辆,台州椒江德逸二手车市场C馆37号-38号金三角车业,2023/01/05
8742645,纯电20w下,105,元PLUS ,2022款, 510KM 尊荣型,元PLUS 2022款 510KM 尊荣型,4个月,1.80万公里,13.98万,14.98万,https://www.dongchedi.com/usedcar/8742645,台州,2022年08月上牌,0次,台州,白色,浅色,金三角车业,在售车源20辆,台州椒江德逸二手车市场C馆37号-38号金三角车业,2023/01/05
8500126,纯电20w下,105,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,2个月,0.01万公里,6.88万,6.98万,https://www.dongchedi.com/usedcar/8500126,厦门,2022年11月上牌,0次,厦门,白色,深色,厦门车小白汽车,在售车源31辆,厦门市集美区后溪镇海西名车,2023/01/05
8422505,纯电20w下,105,宝骏E300 ,2020款, 星际智行版,宝骏E300 2020款 星际智行版,2年6个月,3.90万公里,6.38万,6.48万,https://www.dongchedi.com/usedcar/8422505,德阳,2020年06月上牌,0次,德阳,白色,浅色,新杰森二手车,在售车源36辆,德阳市旌阳区华山南路二段318号,2023/01/05
8238548,纯电20w下,105,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,2个月,0.01万公里,6.88万,6.98万,https://www.dongchedi.com/usedcar/8238548,重庆,2022年10月上牌,0次,重庆,白色,深色,重庆闪购新能源,在售车源58辆,重庆市巴南区龙洲大道与民主新街交叉口东北方向112米,2023/01/05
8121809,纯电20w下,105,五菱宏光MINIEV ,2020款, 悦享款 磷酸铁锂,五菱宏光MINIEV 2020款 悦享款 磷酸铁锂,2年1个月,1.13万公里,3.98万,3.88万,https://www.dongchedi.com/usedcar/8121809,上海,2020年12月上牌,0次,上海,白色,浅色,上海赢车二手车,在售车源10辆,上海市闵行区顾戴路2568号地下一楼总经理办公室,2023/01/05
8110364,纯电20w下,105,海豚 ,2021款, 时尚版,海豚 2021款 时尚版,1年,0.60万公里,11.60万,11.78万,https://www.dongchedi.com/usedcar/8110364,上海,2021年12月上牌,0次,上海,其他,深色,上海梓欣新能源,在售车源11辆,上海市嘉定区江桥镇爱特路190号,2023/01/05
8070012,纯电20w下,105,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,3个月,0.01万公里,6.88万,6.98万,https://www.dongchedi.com/usedcar/8070012,中山,2022年09月上牌,0次,中山,绿色,浅色,中山宏盈名车汇,在售车源5辆,广东省中山市西区街道彩虹大道彩虹酒店1楼,2023/01/05
7998455,纯电20w下,105,欧拉黑猫 ,2021款, 301km 基础型,欧拉黑猫 2021款 301km 基础型,1年7个月,1.80万公里,6.60万,6.98万,https://www.dongchedi.com/usedcar/7998455,泰州,2021年05月上牌,1次,泰州,蓝色,深色,泰州远大名车广场,在售车源16辆,泰州市高港区高港汽车客运站S356,2023/01/05
7962670,纯电20w下,105,小蚂蚁 ,2019款, 小蚂蚁 4座智享版 35kWh,小蚂蚁 2019款 小蚂蚁 4座智享版 35kWh,2年8个月,4.50万公里,6.30万,6.98万,https://www.dongchedi.com/usedcar/7962670,上海,2020年04月上牌,0次,上海,白色,深色,上海艳羊新能源,在售车源28辆,上海市嘉定区江桥镇金耀南路80号,2023/01/05
7853883,纯电20w下,105,极狐 阿尔法T ,2021款, 600H,极狐 阿尔法T 2021款 600H,1年9个月,6.60万公里,19.98万,32.53万,https://www.dongchedi.com/usedcar/7853883,北京,2021年03月上牌,2次,北京,白色,深色,钻石湾新能源二手车,在售车源10辆,北京市大兴区新宫地铁站附近,2023/01/05
7574170,纯电20w下,105,小蚂蚁 ,2022款, 甜粉款 微糖版 磷酸铁锂 30.7kWh 30kW 301km,小蚂蚁 2022款 甜粉款 微糖版 磷酸铁锂 30.7kWh 30kW 301km,9个月,0.70万公里,7.28万,7.39万,https://www.dongchedi.com/usedcar/7574170,重庆,2022年03月上牌,1次,重庆,黄色,深色,重庆南岸区众悦汽车,在售车源74辆,重庆市南岸区长六公里众悦汽车,2023/01/05
7510587,纯电20w下,105,小蚂蚁 ,2019款, 小蚂蚁 4座智享版 35kWh,小蚂蚁 2019款 小蚂蚁 4座智享版 35kWh,2年7个月,2.90万公里,6.88万,6.98万,https://www.dongchedi.com/usedcar/7510587,上海,2020年06月上牌,1次,上海,蓝色,深色,上海具信新能源,在售车源14辆,上海市杨浦区纪念路5号,2023/01/05
7470405,纯电20w下,105,Model 3 ,2020款, 改款 标准续航后驱升级版,Model 3 2020款 改款 标准续航后驱升级版,1年9个月,5万公里,18.80万,26.97万,https://www.dongchedi.com/usedcar/7470405,江门,2021年04月上牌,0次,江门,黑色,深色,江门永兴名车,在售车源30辆,江门市蓬江区永盛国际车城,2023/01/05
7403903,纯电20w下,105,零跑T03 ,2021款, 400豪华版,零跑T03 2021款 400豪华版,1年8个月,0.90万公里,7.48万,7.58万,https://www.dongchedi.com/usedcar/7403903,温州,2021年04月上牌,0次,温州,白色,浅色,君悦名车,在售车源5辆,浙江省温州市二手车交易市场5幢15A号,2023/01/05
7329067,纯电20w下,105,哪吒V ,2021款, 长续航娱乐版升级型,哪吒V 2021款 长续航娱乐版升级型,10个月,1.20万公里,7.16万,7.59万,https://www.dongchedi.com/usedcar/7329067,郑州,2022年03月上牌,0次,郑州,深灰色,深色,电咖车行,在售车源9辆,郑州金诚二手车市场,2023/01/05
8869737,纯电20w下,105,大众ID.3 ,2021款, PRO 极智版,大众ID.3 2021款 PRO 极智版,1年,4.10万公里,12.90万,17.39万,https://www.dongchedi.com/usedcar/8869737,北京,2022年01月上牌,0次,北京,深灰色,深色,恒远顺通新能源,在售车源23辆, 北京市朝阳区生辉写字楼东侧,2023/01/05
8856774,纯电20w下,105,五菱宏光MINIEV ,2020款, 自在款 磷酸铁锂,五菱宏光MINIEV 2020款 自在款 磷酸铁锂,1年11个月,0.59万公里,3.38万,3.28万,https://www.dongchedi.com/usedcar/8856774,福州,2021年02月上牌,0次,福州,白色,浅色,福州淘车二手车,在售车源76辆,福建省福州市仓山区城门镇黄山地铁A出口华夏汽车城,2023/01/05
8843343,纯电20w下,105,瑞驰EC35 ,2022款, EC35 II 长续航版41.85kWh,瑞驰EC35 2022款 EC35 II 长续航版41.85kWh,未上牌,0.10万公里,9.78万,13.98万,https://www.dongchedi.com/usedcar/8843343,威海,未上牌,0次,--,白色,深色,鹏达精品二手车,在售车源8辆,环翠区兴润二手车市场19号,2023/01/05
8718792,纯电20w下,105,五菱宏光MINIEV ,2020款, 悦享款 磷酸铁锂,五菱宏光MINIEV 2020款 悦享款 磷酸铁锂,2年1个月,0.50万公里,4.00万,3.88万,https://www.dongchedi.com/usedcar/8718792,上海,2020年12月上牌,0次,上海,红色,深色,上海艳羊新能源,在售车源28辆,上海市嘉定区江桥镇金耀南路80号,2023/01/05
8696161,纯电20w下,105,哪吒V ,2021款, Co-loli 魔女版,哪吒V 2021款 Co-loli 魔女版,7个月,1.50万公里,7.38万,7.79万,https://www.dongchedi.com/usedcar/8696161,赣州,2022年05月上牌,0次,赣州,白色,深色,赣州铭欣二手车展厅,在售车源10辆,江西省赣州市章贡区章贡区开发区恒安路铭欣华府4号店铺,2023/01/05
8660598,纯电20w下,105,AION Y ,2022款, 70 科技版 磷酸铁锂,AION Y 2022款 70 科技版 磷酸铁锂,2个月,0.01万公里,15.56万,15.76万,https://www.dongchedi.com/usedcar/8660598,郑州,2022年11月上牌,0次,郑州,蓝色,深色,郑州河南隆云二手车,在售车源51辆,郑州市金水区花园路宏明路向西100米路北 ,2023/01/05
8512850,纯电20w下,105,AION S ,2022款, Plus 70 智领版,AION S 2022款 Plus 70 智领版,5个月,1.50万公里,15.50万,16.38万,https://www.dongchedi.com/usedcar/8512850,大理,2022年07月上牌,1次,大理,银灰色,深色,大理车易炫精品车汇,在售车源14辆,云南省大理市大理金穗麦芽有限公司内,2023/01/05
8471109,纯电20w下,105,AION Y ,2021款, 70 悦享科技版,AION Y 2021款 70 悦享科技版,1年6个月,2.70万公里,12.30万,13.56万,https://www.dongchedi.com/usedcar/8471109,青岛,2021年07月上牌,0次,青岛,深灰色,深色,青岛天成车行,在售车源15辆,青岛市市北区南昌路197号4楼天成车行,2023/01/05
8454883,纯电20w下,105,欧拉黑猫 ,2019款, 351km 灵趣版,欧拉黑猫 2019款 351km 灵趣版,3年5个月,4.50万公里,6.50万,7.18万,https://www.dongchedi.com/usedcar/8454883,邢台,2019年08月上牌,1次,邢台,白色,深色,邢台良途新能源,在售车源6辆,邢台市邢东新区龙岗大街路北汽车城永安路3号,2023/01/05
7494687,纯电20w下,105,Model 3 ,2020款, 改款 标准续航后驱升级版,Model 3 2020款 改款 标准续航后驱升级版,1年10个月,4万公里,20.00万,26.97万,https://www.dongchedi.com/usedcar/7494687,重庆,2021年03月上牌,0次,重庆,黑色,深色,重庆晖雅名车,在售车源17辆,重庆市巴南区渝南汽车市场,2023/01/05
7475068,纯电20w下,105,海豚 ,2021款, 自由版,海豚 2021款 自由版,1年,1.90万公里,10.68万,11.28万,https://www.dongchedi.com/usedcar/7475068,武汉,2022年01月上牌,0次,武汉,白色,深色,武汉国正名车馆,在售车源22辆, 武汉市硚口区长丰大道常码头888号武汉爱之家长丰二手车市场AA-03号,2023/01/05
7397403,纯电20w下,105,奔奔E-Star ,2022款, 清心版 多彩款 磷酸铁锂,奔奔E-Star 2022款 清心版 多彩款 磷酸铁锂,4个月,0.01万公里,6.90万,6.98万,https://www.dongchedi.com/usedcar/7397403,中山,2022年08月上牌,1次,中山,其他,浅色,中山宏盈名车汇,在售车源5辆,广东省中山市西区街道彩虹大道彩虹酒店1楼,2023/01/05
6836586,纯电20w下,105,欧拉好猫 ,2021款, 400km标准续航 维纳斯版 三元锂电池,欧拉好猫 2021款 400km标准续航 维纳斯版 三元锂电池,1年3个月,1.10万公里,10.80万,11.39万,https://www.dongchedi.com/usedcar/6836586,石家庄,2021年10月上牌,0次,石家庄,蓝色,浅色,石家庄知一而行二手车,在售车源4辆,河北省石家庄市新华区西三庄街24号二手车交易市场2厅2-10号,2023/01/05
9010823,纯电20w下,105,秦PLUS EV ,2021款, 500KM 豪华型,秦PLUS EV 2021款 500KM 豪华型,11个月,4.40万公里,12.30万,15.18万,https://www.dongchedi.com/usedcar/9010823,深圳,2022年01月上牌,0次,深圳,白色,浅色,菜鸟行新能源二手车,在售车源22辆,深圳市龙岗区园山街道荷坳长金路2号新大运车城2-108,2023/01/05
8804408,纯电20w下,105,欧拉好猫 ,2021款, 400km标准续航 维纳斯版 磷酸铁锂电池,欧拉好猫 2021款 400km标准续航 维纳斯版 磷酸铁锂电池,1年2个月,1.94万公里,11.28万,11.39万,https://www.dongchedi.com/usedcar/8804408,海口,2021年11月上牌,0次,海口,其他,浅色,海口淘车二手车,在售车源27辆,海口市龙华区南海大道115号,2023/01/05
8777939,纯电20w下,105,零跑T03 ,2020款, 400 豪华版,零跑T03 2020款 400 豪华版,2年,4.30万公里,6.88万,7.58万,https://www.dongchedi.com/usedcar/8777939,厦门,2020年12月上牌,1次,厦门,白色,深色,厦门迈思卡名车,在售车源6辆,厦门市集美区锦珩路2号厦门二手车交易市场三楼A区,2023/01/05
